	0	1	2
00758-21	1390.019273997038	952.6261930459498	1258.6451245388985
00758-22	1392.3957764980496	948.8812198449309	1252.8648258616827
00758-23	1395.4928948559889	944.0006757487529	1248.429446688076
00758-24	1399.0995655729917	938.3171617720898	1245.6412507789491
00759-01	1402.97	932.218	1311.690249077797
00759-02	1406.8404344270084	926.1188382279103	1312.6412507789491
00759-03	1410.4471051440112	920.435324251247	1315.429446688076
00759-04	1413.5442235019505	915.554780155069	1319.8648258616827
00759-05	1415.920726002962	911.8098069540501	1325.6451245388985
00759-06	1417.4146579289586	909.4556183829792	1332.3764249172661
00759-07	1417.9242102880226	908.652648502494	1339.6
00759-08	1417.4146579289586	909.4556183829792	1346.8235750827337
00759-09	1415.920726002962	911.8098069540501	1353.5548754611013
00759-10	1413.5442235019505	915.554780155069	1359.3351741383171
00759-11	1410.4471051440112	920.435324251247	1363.7705533119238
00759-12	1406.8404344270084	926.1188382279103	1366.5587492210507
00759-13	1402.97	932.218	1367.5097509222028
00759-14	1399.0995655729917	938.3171617720897	1366.5587492210507
00759-15	1395.4928948559889	944.0006757487529	1363.7705533119238
00759-16	1392.3957764980496	948.8812198449309	1359.3351741383171
00759-17	1390.019273997038	952.6261930459498	1353.5548754611013
00759-18	1388.5253420710415	954.9803816170207	1346.8235750827337
00759-19	1388.0157897119775	955.7833514975059	1339.6
00759-20	1388.5253420710415	954.9803816170207	1332.3764249172661
00759-21	1390.019273997038	952.6261930459498	1325.6451245388985
00759-22	1392.3957764980496	948.8812198449309	1319.8648258616827
00759-23	1395.4928948559889	944.0006757487529	1315.429446688076
00759-24	1399.0995655729917	938.3171617720898	1312.6412507789491
00808-01	1366.16	990.224	1177.690249077797
00808-02	1370.0304344270085	984.1248382279103	1178.6412507789491
00808-03	1373.6371051440112	978.4413242512471	1181.429446688076
00808-04	1376.7342235019505	973.5607801550691	1185.8648258616827
00808-05	1379.110726002962	969.8158069540502	1191.6451245388985
00808-06	1380.6046579289587	967.4616183829793	1198.3764249172661
00808-07	1381.1142102880226	966.6586485024941	1205.6
00808-08	1380.6046579289587	967.4616183829793	1212.8235750827337
00808-09	1379.110726002962	969.8158069540502	1219.5548754611013
00808-10	1376.7342235019505	973.5607801550691	1225.3351741383171
00808-11	1373.6371051440112	978.4413242512471	1229.7705533119238
00808-12	1370.0304344270085	984.1248382279103	1232.5587492210507
00808-13	1366.16	990.224	1233.5097509222028
00808-14	1362.2895655729917	996.3231617720897	1232.5587492210507
00808-15	1358.682894855989	1002.006675748753	1229.7705533119238
00808-16	1355.5857764980497	1006.887219844931	1225.3351741383171
00808-17	1353.209273997038	1010.6321930459499	1219.5548754611013
00808-18	1351.7153420710415	1012.9863816170208	1212.8235750827337
00808-19	1351.2057897119776	1013.789351497506	1205.6
00808-20	1351.7153420710415	1012.9863816170208	1198.3764249172661
00808-21	1353.209273997038	1010.6321930459499	1191.6451245388985
00808-22	1355.5857764980497	1006.887219844931	1185.8648258616827
00808-23	1358.682894855989	1002.006675748753	1181.429446688076
00808-24	1362.2895655729917	996.3231617720899	1178.6412507789491
00809-01	1366.16	990.224	1244.690249077797
00809-02	1370.0304344270085	984.1248382279103	1245.6412507789491
00809-03	1373.6371051440112	978.4413242512471	1248.429446688076
00809-04	1376.7342235019505	973.5607801550691	1252.8648258616827
00809-05	1379.110726002962	969.8158069540502	1258.6451245388985
00809-06	1380.6046579289587	967.4616183829793	1265.3764249172661
00809-07	1381.1142102880226	966.6586485024941	1272.6
00809-08	1380.6046579289587	967.4616183829793	1279.8235750827337
00809-09	1379.110726002962	969.8158069540502	1286.5548754611013
00809-10	1376.7342235019505	973.5607801550691	1292.3351741383171
00809-11	1373.6371051440112	978.4413242512471	1296.7705533119238
00809-12	1370.0304344270085	984.1248382279103	1299.5587492210507
00809-13	1366.16	990.224	1300.5097509222028
00809-14	1362.2895655729917	996.3231617720897	1299.5587492210507
00809-15	1358.682894855989	1002.006675748753	1296.7705533119238
00809-16	1355.5857764980497	1006.887219844931	1292.3351741383171
00809-17	1353.209273997038	1010.6321930459499	1286.5548754611013
00809-18	1351.7153420710415	1012.9863816170208	1279.8235750827337
00809-19	1351.2057897119776	1013.789351497506	1272.6
00809-20	1351.7153420710415	1012.9863816170208	1265.3764249172661
00809-21	1353.209273997038	1010.6321930459499	1258.6451245388985
00809-22	1355.5857764980497	1006.887219844931	1252.8648258616827
00809-23	1358.682894855989	1002.006675748753	1248.429446688076
00809-24	1362.2895655729917	996.3231617720899	1245.6412507789491
00810-01	1366.16	990.224	1311.690249077797
00810-02	1370.0304344270085	984.1248382279103	1312.6412507789491
00810-03	1373.6371051440112	978.4413242512471	1315.429446688076
00810-04	1376.7342235019505	973.5607801550691	1319.8648258616827
00810-05	1379.110726002962	969.8158069540502	1325.6451245388985
00810-06	1380.6046579289587	967.4616183829793	1332.3764249172661
00810-07	1381.1142102880226	966.6586485024941	1339.6
00810-08	1380.6046579289587	967.4616183829793	1346.8235750827337
00810-09	1379.110726002962	969.8158069540502	1353.5548754611013
00810-10	1376.7342235019505	973.5607801550691	1359.3351741383171
00810-11	1373.6371051440112	978.4413242512471	1363.7705533119238
00810-12	1370.0304344270085	984.1248382279103	1366.5587492210507
00810-13	1366.16	990.224	1367.5097509222028
00810-14	1362.2895655729917	996.3231617720897	1366.5587492210507
00810-15	1358.682894855989	1002.006675748753	1363.7705533119238
00810-16	1355.5857764980497	1006.887219844931	1359.3351741383171
00810-17	1353.209273997038	1010.6321930459499	1353.5548754611013
00810-18	1351.7153420710415	1012.9863816170208	1346.8235750827337
00810-19	1351.2057897119776	1013.789351497506	1339.6
00810-20	1351.7153420710415	1012.9863816170208	1332.3764249172661
00810-21	1353.209273997038	1010.6321930459499	1325.6451245388985
00810-22	1355.5857764980497	1006.887219844931	1319.8648258616827
00810-23	1358.682894855989	1002.006675748753	1315.429446688076
00810-24	1362.2895655729917	996.3231617720899	1312.6412507789491
