	0	1	2
00655-02	1481.5304344270085	808.4198382279103	1178.6412507789491
00655-03	1485.1371051440112	802.7363242512471	1181.429446688076
00655-04	1488.2342235019505	797.8557801550689	1185.8648258616827
00655-05	1490.610726002962	794.1108069540502	1191.6451245388985
00655-06	1492.1046579289587	791.7566183829792	1198.3764249172661
00655-07	1492.6142102880226	790.953648502494	1205.6
00655-08	1492.1046579289587	791.7566183829792	1212.8235750827337
00655-09	1490.610726002962	794.1108069540502	1219.5548754611013
00655-10	1488.2342235019505	797.8557801550689	1225.3351741383171
00655-11	1485.1371051440112	802.7363242512471	1229.7705533119238
00655-12	1481.5304344270085	808.4198382279103	1232.5587492210507
00655-13	1477.66	814.519	1233.5097509222028
00655-14	1473.7895655729917	820.6181617720897	1232.5587492210507
00655-15	1470.182894855989	826.3016757487529	1229.7705533119238
00655-16	1467.0857764980497	831.182219844931	1225.3351741383171
00655-17	1464.709273997038	834.9271930459498	1219.5548754611013
00655-18	1463.2153420710415	837.2813816170208	1212.8235750827337
00655-19	1462.7057897119776	838.084351497506	1205.6
00655-20	1463.2153420710415	837.2813816170208	1198.3764249172661
00655-21	1464.709273997038	834.9271930459498	1191.6451245388985
00655-22	1467.0857764980497	831.1822198449311	1185.8648258616827
00655-23	1470.182894855989	826.3016757487529	1181.429446688076
00655-24	1473.7895655729917	820.6181617720898	1178.6412507789491
00656-01	1477.66	814.519	1244.690249077797
00656-02	1481.5304344270085	808.4198382279103	1245.6412507789491
00656-03	1485.1371051440112	802.7363242512471	1248.429446688076
00656-04	1488.2342235019505	797.8557801550689	1252.8648258616827
00656-05	1490.610726002962	794.1108069540502	1258.6451245388985
00656-06	1492.1046579289587	791.7566183829792	1265.3764249172661
00656-07	1492.6142102880226	790.953648502494	1272.6
00656-08	1492.1046579289587	791.7566183829792	1279.8235750827337
00656-09	1490.610726002962	794.1108069540502	1286.5548754611013
00656-10	1488.2342235019505	797.8557801550689	1292.3351741383171
00656-11	1485.1371051440112	802.7363242512471	1296.7705533119238
00656-12	1481.5304344270085	808.4198382279103	1299.5587492210507
00656-13	1477.66	814.519	1300.5097509222028
00656-14	1473.7895655729917	820.6181617720897	1299.5587492210507
00656-15	1470.182894855989	826.3016757487529	1296.7705533119238
00656-16	1467.0857764980497	831.182219844931	1292.3351741383171
00656-17	1464.709273997038	834.9271930459498	1286.5548754611013
00656-18	1463.2153420710415	837.2813816170208	1279.8235750827337
00656-19	1462.7057897119776	838.084351497506	1272.6
00656-20	1463.2153420710415	837.2813816170208	1265.3764249172661
00656-21	1464.709273997038	834.9271930459498	1258.6451245388985
00656-22	1467.0857764980497	831.1822198449311	1252.8648258616827
00656-23	1470.182894855989	826.3016757487529	1248.429446688076
00656-24	1473.7895655729917	820.6181617720898	1245.6412507789491
00657-01	1477.66	814.519	1311.690249077797
00657-02	1481.5304344270085	808.4198382279103	1312.6412507789491
00657-03	1485.1371051440112	802.7363242512471	1315.429446688076
00657-04	1488.2342235019505	797.8557801550689	1319.8648258616827
00657-05	1490.610726002962	794.1108069540502	1325.6451245388985
00657-06	1492.1046579289587	791.7566183829792	1332.3764249172661
00657-07	1492.6142102880226	790.953648502494	1339.6
00657-08	1492.1046579289587	791.7566183829792	1346.8235750827337
00657-09	1490.610726002962	794.1108069540502	1353.5548754611013
00657-10	1488.2342235019505	797.8557801550689	1359.3351741383171
00657-11	1485.1371051440112	802.7363242512471	1363.7705533119238
00657-12	1481.5304344270085	808.4198382279103	1366.5587492210507
00657-13	1477.66	814.519	1367.5097509222028
00657-14	1473.7895655729917	820.6181617720897	1366.5587492210507
00657-15	1470.182894855989	826.3016757487529	1363.7705533119238
00657-16	1467.0857764980497	831.182219844931	1359.3351741383171
00657-17	1464.709273997038	834.9271930459498	1353.5548754611013
00657-18	1463.2153420710415	837.2813816170208	1346.8235750827337
00657-19	1462.7057897119776	838.084351497506	1339.6
00657-20	1463.2153420710415	837.2813816170208	1332.3764249172661
00657-21	1464.709273997038	834.9271930459498	1325.6451245388985
00657-22	1467.0857764980497	831.1822198449311	1319.8648258616827
00657-23	1470.182894855989	826.3016757487529	1315.429446688076
00657-24	1473.7895655729917	820.6181617720898	1312.6412507789491
00706-01	1440.85	872.524	1177.690249077797
00706-02	1444.7204344270083	866.4248382279103	1178.6412507789491
00706-03	1448.327105144011	860.7413242512471	1181.429446688076
00706-04	1451.4242235019503	855.860780155069	1185.8648258616827
00706-05	1453.800726002962	852.1158069540502	1191.6451245388985
00706-06	1455.2946579289585	849.7616183829792	1198.3764249172661
00706-07	1455.8042102880224	848.958648502494	1205.6
00706-08	1455.2946579289585	849.7616183829792	1212.8235750827337
00706-09	1453.800726002962	852.1158069540502	1219.5548754611013
00706-10	1451.4242235019503	855.860780155069	1225.3351741383171
00706-11	1448.327105144011	860.7413242512471	1229.7705533119238
00706-12	1444.7204344270083	866.4248382279103	1232.5587492210507
00706-13	1440.85	872.524	1233.5097509222028
00706-14	1436.9795655729915	878.6231617720897	1232.5587492210507
00706-15	1433.3728948559888	884.3066757487529	1229.7705533119238
00706-16	1430.2757764980495	889.187219844931	1225.3351741383171
00706-17	1427.8992739970379	892.9321930459498	1219.5548754611013
00706-18	1426.4053420710413	895.2863816170208	1212.8235750827337
00706-19	1425.8957897119774	896.089351497506	1205.6
00706-20	1426.4053420710413	895.2863816170208	1198.3764249172661
00706-21	1427.8992739970379	892.9321930459498	1191.6451245388985
00706-22	1430.2757764980495	889.187219844931	1185.8648258616827
00706-23	1433.3728948559888	884.3066757487529	1181.429446688076
00706-24	1436.9795655729915	878.6231617720898	1178.6412507789491
00707-01	1440.85	872.524	1244.690249077797
00707-02	1444.7204344270083	866.4248382279103	1245.6412507789491
00707-03	1448.327105144011	860.7413242512471	1248.429446688076
00707-04	1451.4242235019503	855.860780155069	1252.8648258616827
00707-05	1453.800726002962	852.1158069540502	1258.6451245388985
00707-06	1455.2946579289585	849.7616183829792	1265.3764249172661
00707-07	1455.8042102880224	848.958648502494	1272.6
00707-08	1455.2946579289585	849.7616183829792	1279.8235750827337
00707-09	1453.800726002962	852.1158069540502	1286.5548754611013
00707-10	1451.4242235019503	855.860780155069	1292.3351741383171
00707-11	1448.327105144011	860.7413242512471	1296.7705533119238
00707-12	1444.7204344270083	866.4248382279103	1299.5587492210507
00707-13	1440.85	872.524	1300.5097509222028
00707-14	1436.9795655729915	878.6231617720897	1299.5587492210507
00707-15	1433.3728948559888	884.3066757487529	1296.7705533119238
00707-16	1430.2757764980495	889.187219844931	1292.3351741383171
00707-17	1427.8992739970379	892.9321930459498	1286.5548754611013
00707-18	1426.4053420710413	895.2863816170208	1279.8235750827337
00707-19	1425.8957897119774	896.089351497506	1272.6
00707-20	1426.4053420710413	895.2863816170208	1265.3764249172661
00707-21	1427.8992739970379	892.9321930459498	1258.6451245388985
00707-22	1430.2757764980495	889.187219844931	1252.8648258616827
00707-23	1433.3728948559888	884.3066757487529	1248.429446688076
00707-24	1436.9795655729915	878.6231617720898	1245.6412507789491
00708-01	1440.85	872.524	1311.690249077797
00708-02	1444.7204344270083	866.4248382279103	1312.6412507789491
00708-03	1448.327105144011	860.7413242512471	1315.429446688076
00708-04	1451.4242235019503	855.860780155069	1319.8648258616827
00708-05	1453.800726002962	852.1158069540502	1325.6451245388985
00708-06	1455.2946579289585	849.7616183829792	1332.3764249172661
00708-07	1455.8042102880224	848.958648502494	1339.6
00708-08	1455.2946579289585	849.7616183829792	1346.8235750827337
00708-09	1453.800726002962	852.1158069540502	1353.5548754611013
00708-10	1451.4242235019503	855.860780155069	1359.3351741383171
00708-11	1448.327105144011	860.7413242512471	1363.7705533119238
00708-12	1444.7204344270083	866.4248382279103	1366.5587492210507
00708-13	1440.85	872.524	1367.5097509222028
00708-14	1436.9795655729915	878.6231617720897	1366.5587492210507
00708-15	1433.3728948559888	884.3066757487529	1363.7705533119238
00708-16	1430.2757764980495	889.187219844931	1359.3351741383171
00708-17	1427.8992739970379	892.9321930459498	1353.5548754611013
00708-18	1426.4053420710413	895.2863816170208	1346.8235750827337
00708-19	1425.8957897119774	896.089351497506	1339.6
00708-20	1426.4053420710413	895.2863816170208	1332.3764249172661
00708-21	1427.8992739970379	892.9321930459498	1325.6451245388985
00708-22	1430.2757764980495	889.187219844931	1319.8648258616827
00708-23	1433.3728948559888	884.3066757487529	1315.429446688076
00708-24	1436.9795655729915	878.6231617720898	1312.6412507789491
00757-01	1402.97	932.218	1177.690249077797
00757-02	1406.8404344270084	926.1188382279103	1178.6412507789491
00757-03	1410.4471051440112	920.435324251247	1181.429446688076
00757-04	1413.5442235019505	915.554780155069	1185.8648258616827
00757-05	1415.920726002962	911.8098069540501	1191.6451245388985
00757-06	1417.4146579289586	909.4556183829792	1198.3764249172661
00757-07	1417.9242102880226	908.652648502494	1205.6
00757-08	1417.4146579289586	909.4556183829792	1212.8235750827337
00757-09	1415.920726002962	911.8098069540501	1219.5548754611013
00757-10	1413.5442235019505	915.554780155069	1225.3351741383171
00757-11	1410.4471051440112	920.435324251247	1229.7705533119238
00757-12	1406.8404344270084	926.1188382279103	1232.5587492210507
00757-13	1402.97	932.218	1233.5097509222028
00757-14	1399.0995655729917	938.3171617720897	1232.5587492210507
00757-15	1395.4928948559889	944.0006757487529	1229.7705533119238
00757-16	1392.3957764980496	948.8812198449309	1225.3351741383171
00757-17	1390.019273997038	952.6261930459498	1219.5548754611013
00757-18	1388.5253420710415	954.9803816170207	1212.8235750827337
00757-19	1388.0157897119775	955.7833514975059	1205.6
00757-20	1388.5253420710415	954.9803816170207	1198.3764249172661
00757-21	1390.019273997038	952.6261930459498	1191.6451245388985
00757-22	1392.3957764980496	948.8812198449309	1185.8648258616827
00757-23	1395.4928948559889	944.0006757487529	1181.429446688076
00757-24	1399.0995655729917	938.3171617720898	1178.6412507789491
00758-01	1402.97	932.218	1244.690249077797
00758-02	1406.8404344270084	926.1188382279103	1245.6412507789491
00758-03	1410.4471051440112	920.435324251247	1248.429446688076
00758-04	1413.5442235019505	915.554780155069	1252.8648258616827
00758-05	1415.920726002962	911.8098069540501	1258.6451245388985
00758-06	1417.4146579289586	909.4556183829792	1265.3764249172661
00758-07	1417.9242102880226	908.652648502494	1272.6
00758-08	1417.4146579289586	909.4556183829792	1279.8235750827337
00758-09	1415.920726002962	911.8098069540501	1286.5548754611013
00758-10	1413.5442235019505	915.554780155069	1292.3351741383171
00758-11	1410.4471051440112	920.435324251247	1296.7705533119238
00758-12	1406.8404344270084	926.1188382279103	1299.5587492210507
00758-13	1402.97	932.218	1300.5097509222028
00758-14	1399.0995655729917	938.3171617720897	1299.5587492210507
00758-15	1395.4928948559889	944.0006757487529	1296.7705533119238
00758-16	1392.3957764980496	948.8812198449309	1292.3351741383171
00758-17	1390.019273997038	952.6261930459498	1286.5548754611013
00758-18	1388.5253420710415	954.9803816170207	1279.8235750827337
00758-19	1388.0157897119775	955.7833514975059	1272.6
00758-20	1388.5253420710415	954.9803816170207	1265.3764249172661
