00555-02	0.5036038319589258	0.26001647330203	0.15195606392024957
00503-19	0.543290363008438	0.27273625630527165	0.20526660001890512
00553-12	0.8124804973393867	0.38616770980016907	0.28773533367746584
00452-24	0.5806814275036236	0.21729560733090653	0.19094385367534358
00758-04	0.47577381999934876	0.45914493569152864	0.20355312646490148
00554-04	0.5398419962588434	0.28704431245460676	0.19375414339963387
00758-07	0.4753531540588804	0.4492643371047588	0.21479595369042367
00706-05	0.49869874416452964	0.3992065877608692	0.24524538672586502
00656-05	0.46338315203487074	0.3379347637960491	0.1899415753702593
00555-19	0.490987234657753	0.2829556352398495	0.16414840302088124
00758-22	0.45903210152490803	0.4902788039149569	0.2041377261605107
00503-13	0.5485136681111785	0.25188932179993373	0.22223820061623278
00757-16	0.7300044690473879	0.7287510370135551	0.3437510124806317
00604-04	0.6311446108774658	0.3810603163876066	0.24316400998588478
00656-01	0.4548931298919646	0.3543182259739892	0.18253490182798401
00553-07	0.8152956978517282	0.36391697336096335	0.2644883971529657
00604-01	0.624550683287834	0.39784614729945983	0.23768520722425268
00757-17	0.6329548761735342	0.6129403252022925	0.3333372705499492
00452-06	0.588064929296062	0.19481496973510842	0.2028649492171286
00554-07	0.5396575133651819	0.28002541447863794	0.20502942899885468
00451-24	0.6962394367270139	0.25039528368262576	0.2390706151111487
00503-06	0.5633956544110624	0.23535872432758648	0.20174201728057903
00604-13	0.7872849316465018	0.4603673960255764	0.29160173363415426
00656-19	0.4400896537439712	0.3697551364427088	0.1972772115591545
00554-08	0.537217579319639	0.2795006111664227	0.20909829392990548
00707-06	0.5005187071458099	0.40179495263427983	0.20475840047019528
00810-08	0.5706743936997507	0.6440657703089587	0.23338025934327014
00655-24	0.5485810871176032	0.426861215457448	0.23778893339731383
00605-20	0.46681725856967365	0.32340561665444284	0.19322727233736775
00707-02	0.4944450853289488	0.417996449505396	0.19360096852152825
00453-15	0.5802581081212382	0.22246860058438056	0.18445887028999378
00808-06	0.5157345666514658	0.5401259957221206	0.26531466886607713
00504-22	0.562003099375531	0.2736961381656967	0.16235550552613132
00451-15	0.8993795065529073	0.3058681390039519	0.28477171392807454
00707-19	0.47714383470210575	0.4429889520938955	0.209638979690098
00757-03	0.5400319974598933	0.4947877361521438	0.2516677525214229
00757-08	0.6053767542749268	0.520161015752278	0.2763728970736955
00655-19	0.5366939052038143	0.44110593649641505	0.2562771156415408
00708-11	0.6222882601397014	0.5161643099738389	0.23591397409138692
00605-05	0.4818853268370898	0.2882040561488647	0.18901614246256707
00554-21	0.5228615780796517	0.31756534617206117	0.19644363603113943
00452-04	0.5878977159288891	0.19965303776693782	0.19529509152800167
00810-22	0.5476708146572848	0.698793145033507	0.2119623474584105
00503-09	0.5580564191781857	0.23607136328327816	0.21409365270488376
00452-07	0.5860922589042009	0.19390908190112768	0.20708735059042138
00808-22	0.49448491367398684	0.5830807562195071	0.2574039018962191
00555-18	0.4894634022383071	0.2814734052021372	0.16749084394058214
00502-05	0.6801808039909397	0.27255049686407207	0.24747054720368433
