00090-00	197	1682.97	70.4636	915.4
00091-00	206	1682.97	70.4636	993.5
00092-00	206	1682.97	70.4636	1060.5
00093-00	206	1682.97	70.4636	1127.5
00094-00	215	1682.97	70.4636	1205.6
00095-00	215	1682.97	70.4636	1272.6
00096-00	215	1682.97	70.4636	1339.6
00097-00	224	1682.97	70.4636	1417.7
00098-00	224	1682.97	70.4636	1484.7
00099-00	224	1682.97	70.4636	1551.7
00100-00	233	1682.97	70.4636	1629.8
00101-00	233	1682.97	70.4636	1696.8
00102-00	233	1682.97	70.4636	1763.8
00103-00	83	1678.53	141.024	-1763.8
00104-00	83	1678.53	141.024	-1696.8
00105-00	83	1678.53	141.024	-1629.8
00106-00	93	1678.53	141.024	-1551.7
00107-00	93	1678.53	141.024	-1484.7
00108-00	93	1678.53	141.024	-1417.7
00109-00	103	1678.53	141.024	-1339.6
00110-00	103	1678.53	141.024	-1272.6
00111-00	103	1678.53	141.024	-1205.6
00112-00	113	1678.53	141.024	-1127.5
00113-00	113	1678.53	141.024	-1060.5
00114-00	113	1678.53	141.024	-993.5
00115-00	123	1678.53	141.024	-915.4
00116-00	123	1678.53	141.024	-848.4
00117-00	123	1678.53	141.024	-781.4
00118-00	133	1678.53	141.024	-703.3
00119-00	133	1678.53	141.024	-636.3
00120-00	133	1678.53	141.024	-569.3
00121-00	143	1678.53	141.024	-491.2
00122-00	143	1678.53	141.024	-424.2
00123-00	143	1678.53	141.024	-357.2
00124-00	152	1678.53	141.024	-279.1
00125-00	152	1678.53	141.024	-212.1
00126-00	152	1678.53	141.024	-145.1
00127-00	161	1678.53	141.024	-67.0
00128-00	161	1678.53	141.024	0.0
00129-00	161	1678.53	141.024	67.0
00130-00	170	1678.53	141.024	145.1
00131-00	170	1678.53	141.024	212.1
00132-00	170	1678.53	141.024	279.1
00133-00	179	1678.53	141.024	357.2
00134-00	179	1678.53	141.024	424.2
00135-00	179	1678.53	141.024	491.2
00136-00	188	1678.53	141.024	569.3
00137-00	188	1678.53	141.024	636.3
00138-00	188	1678.53	141.024	703.3
00139-00	197	1678.53	141.024	781.4
00140-00	197	1678.53	141.024	848.4
00141-00	197	1678.53	141.024	915.4
00142-00	206	1678.53	141.024	993.5
00143-00	206	1678.53	141.024	1060.5
00144-00	206	1678.53	141.024	1127.5
00145-00	215	1678.53	141.024	1205.6
00146-00	215	1678.53	141.024	1272.6
00147-00	215	1678.53	141.024	1339.6
00148-00	224	1678.53	141.024	1417.7
00149-00	224	1678.53	141.024	1484.7
00150-00	224	1678.53	141.024	1551.7
00151-00	233	1678.53	141.024	1629.8
00152-00	233	1678.53	141.024	1696.8
00153-00	233	1678.53	141.024	1763.8
00154-00	83	1674.22	209.588	-1763.8
00155-00	83	1674.22	209.588	-1696.8
00156-00	83	1674.22	209.588	-1629.8
00157-00	93	1674.22	209.588	-1551.7
00158-00	93	1674.22	209.588	-1484.7
00159-00	93	1674.22	209.588	-1417.7
00160-00	103	1674.22	209.588	-1339.6
00161-00	103	1674.22	209.588	-1272.6
00162-00	103	1674.22	209.588	-1205.6
00163-00	113	1674.22	209.588	-1127.5
00164-00	113	1674.22	209.588	-1060.5
00165-00	113	1674.22	209.588	-993.5
00166-00	123	1674.22	209.588	-915.4
00167-00	123	1674.22	209.588	-848.4
00168-00	123	1674.22	209.588	-781.4
00169-00	133	1674.22	209.588	-703.3
00170-00	133	1674.22	209.588	-636.3
00171-00	133	1674.22	209.588	-569.3
00172-00	143	1674.22	209.588	-491.2
00173-00	143	1674.22	209.588	-424.2
00174-00	143	1674.22	209.588	-357.2
00175-00	152	1674.22	209.588	-279.1
00176-00	152	1674.22	209.588	-212.1
00177-00	152	1674.22	209.588	-145.1
00178-00	161	1674.22	209.588	-67.0
00179-00	161	1674.22	209.588	0.0
00180-00	161	1674.22	209.588	67.0
00181-00	170	1674.22	209.588	145.1
00182-00	170	1674.22	209.588	212.1
00183-00	170	1674.22	209.588	279.1
00184-00	179	1674.22	209.588	357.2
00185-00	179	1674.22	209.588	424.2
00186-00	179	1674.22	209.588	491.2
00187-00	188	1674.22	209.588	569.3
00188-00	188	1674.22	209.588	636.3
00189-00	188	1674.22	209.588	703.3
00190-00	197	1674.22	209.588	781.4
00191-00	197	1674.22	209.588	848.4
00192-00	197	1674.22	209.588	915.4
00193-00	206	1674.22	209.588	993.5
00194-00	206	1674.22	209.588	1060.5
00195-00	206	1674.22	209.588	1127.5
00196-00	215	1674.22	209.588	1205.6
00197-00	215	1674.22	209.588	1272.6
00198-00	215	1674.22	209.588	1339.6
00199-00	224	1674.22	209.588	1417.7
00200-00	224	1674.22	209.588	1484.7
00201-00	224	1674.22	209.588	1551.7
00202-00	233	1674.22	209.588	1629.8
00203-00	233	1674.22	209.588	1696.8
00204-00	233	1674.22	209.588	1763.8
00205-00	84	1663.34	283.259	-1763.8
00206-00	84	1663.34	283.259	-1696.8
00207-00	84	1663.34	283.259	-1629.8
00208-00	94	1663.34	283.259	-1551.7
00209-00	94	1663.34	283.259	-1484.7
00210-00	94	1663.34	283.259	-1417.7
00211-00	104	1663.34	283.259	-1339.6
00212-00	104	1663.34	283.259	-1272.6
00213-00	104	1663.34	283.259	-1205.6
00214-00	114	1663.34	283.259	-1127.5
00215-00	114	1663.34	283.259	-1060.5
00216-00	114	1663.34	283.259	-993.5
00217-00	124	1663.34	283.259	-915.4
00218-00	124	1663.34	283.259	-848.4
00219-00	124	1663.34	283.259	-781.4
00220-00	134	1663.34	283.259	-703.3
00221-00	134	1663.34	283.259	-636.3
00222-00	134	1663.34	283.259	-569.3
00223-00	144	1663.34	283.259	-491.2
00224-00	144	1663.34	283.259	-424.2
00225-00	144	1663.34	283.259	-357.2
00226-00	153	1663.34	283.259	-279.1
00227-00	153	1663.34	283.259	-212.1
00228-00	153	1663.34	283.259	-145.1
00229-00	162	1663.34	283.259	-67.0
00230-00	162	1663.34	283.259	0.0
00231-00	162	1663.34	283.259	67.0
00232-00	171	1663.34	283.259	145.1
00233-00	171	1663.34	283.259	212.1
00234-00	171	1663.34	283.259	279.1
00235-00	180	1663.34	283.259	357.2
00236-00	180	1663.34	283.259	424.2
00237-00	180	1663.34	283.259	491.2
00238-00	189	1663.34	283.259	569.3
00239-00	189	1663.34	283.259	636.3
00240-00	189	1663.34	283.259	703.3
00241-00	198	1663.34	283.259	781.4
00242-00	198	1663.34	283.259	848.4
00243-00	198	1663.34	283.259	915.4
00244-00	207	1663.34	283.259	993.5
00245-00	207	1663.34	283.259	1060.5
00246-00	207	1663.34	283.259	1127.5
00247-00	216	1663.34	283.259	1205.6
00248-00	216	1663.34	283.259	1272.6
00249-00	216	1663.34	283.259	1339.6
00250-00	225	1663.34	283.259	1417.7
00251-00	225	1663.34	283.259	1484.7
00252-00	225	1663.34	283.259	1551.7
00253-00	234	1663.34	283.259	1629.8
00254-00	234	1663.34	283.259	1696.8
00255-00	234	1663.34	283.259	1763.8
00256-00	84	1647.65	350.144	-1763.8
00257-00	84	1647.65	350.144	-1696.8
00258-00	84	1647.65	350.144	-1629.8
00259-00	94	1647.65	350.144	-1551.7
00260-00	94	1647.65	350.144	-1484.7
00261-00	94	1647.65	350.144	-1417.7
00262-00	104	1647.65	350.144	-1339.6
00263-00	104	1647.65	350.144	-1272.6
00264-00	104	1647.65	350.144	-1205.6
00265-00	114	1647.65	350.144	-1127.5
00266-00	114	1647.65	350.144	-1060.5
00267-00	114	1647.65	350.144	-993.5
00268-00	124	1647.65	350.144	-915.4
00269-00	124	1647.65	350.144	-848.4
00270-00	124	1647.65	350.144	-781.4
00271-00	134	1647.65	350.144	-703.3
00272-00	134	1647.65	350.144	-636.3
00273-00	134	1647.65	350.144	-569.3
00274-00	144	1647.65	350.144	-491.2
00275-00	144	1647.65	350.144	-424.2
00276-00	144	1647.65	350.144	-357.2
00277-00	153	1647.65	350.144	-279.1
00278-00	153	1647.65	350.144	-212.1
00279-00	153	1647.65	350.144	-145.1
00280-00	162	1647.65	350.144	-67.0
00281-00	162	1647.65	350.144	0.0
00282-00	162	1647.65	350.144	67.0
00283-00	171	1647.65	350.144	145.1
00284-00	171	1647.65	350.144	212.1
00285-00	171	1647.65	350.144	279.1
00286-00	180	1647.65	350.144	357.2
00287-00	180	1647.65	350.144	424.2
00288-00	180	1647.65	350.144	491.2
00289-00	189	1647.65	350.144	569.3
00290-00	189	1647.65	350.144	636.3
00291-00	189	1647.65	350.144	703.3
00292-00	198	1647.65	350.144	781.4
00293-00	198	1647.65	350.144	848.4
00294-00	198	1647.65	350.144	915.4
00295-00	207	1647.65	350.144	993.5
00296-00	207	1647.65	350.144	1060.5
00297-00	207	1647.65	350.144	1127.5
00298-00	216	1647.65	350.144	1205.6
00299-00	216	1647.65	350.144	1272.6
00300-00	216	1647.65	350.144	1339.6
00301-00	225	1647.65	350.144	1417.7
00302-00	225	1647.65	350.144	1484.7
00303-00	225	1647.65	350.144	1551.7
00304-00	234	1647.65	350.144	1629.8
00305-00	234	1647.65	350.144	1696.8
00306-00	234	1647.65	350.144	1763.8
00307-00	84	1631.51	418.976	-1763.8
00308-00	84	1631.51	418.976	-1696.8
00309-00	84	1631.51	418.976	-1629.8
00310-00	94	1631.51	418.976	-1551.7
00311-00	94	1631.51	418.976	-1484.7
00312-00	94	1631.51	418.976	-1417.7
00313-00	104	1631.51	418.976	-1339.6
00314-00	104	1631.51	418.976	-1272.6
00315-00	104	1631.51	418.976	-1205.6
00316-00	114	1631.51	418.976	-1127.5
00317-00	114	1631.51	418.976	-1060.5
00318-00	114	1631.51	418.976	-993.5
00319-00	124	1631.51	418.976	-915.4
00320-00	124	1631.51	418.976	-848.4
00321-00	124	1631.51	418.976	-781.4
00322-00	134	1631.51	418.976	-703.3
00323-00	134	1631.51	418.976	-636.3
00324-00	134	1631.51	418.976	-569.3
00325-00	144	1631.51	418.976	-491.2
00326-00	144	1631.51	418.976	-424.2
00327-00	144	1631.51	418.976	-357.2
00328-00	153	1631.51	418.976	-279.1
00329-00	153	1631.51	418.976	-212.1
00330-00	153	1631.51	418.976	-145.1
00331-00	162	1631.51	418.976	-67.0
00332-00	162	1631.51	418.976	0.0
00333-00	162	1631.51	418.976	67.0
00334-00	171	1631.51	418.976	145.1
00335-00	171	1631.51	418.976	212.1
00336-00	171	1631.51	418.976	279.1
00337-00	180	1631.51	418.976	357.2
00338-00	180	1631.51	418.976	424.2
00339-00	180	1631.51	418.976	491.2
00340-00	189	1631.51	418.976	569.3
00341-00	189	1631.51	418.976	636.3
00342-00	189	1631.51	418.976	703.3
00343-00	198	1631.51	418.976	781.4
00344-00	198	1631.51	418.976	848.4
00345-00	198	1631.51	418.976	915.4
00346-00	207	1631.51	418.976	993.5
00347-00	207	1631.51	418.976	1060.5
00348-00	207	1631.51	418.976	1127.5
00349-00	216	1631.51	418.976	1205.6
00350-00	216	1631.51	418.976	1272.6
00351-00	216	1631.51	418.976	1339.6
00352-00	225	1631.51	418.976	1417.7
00353-00	225	1631.51	418.976	1484.7
00354-00	225	1631.51	418.976	1551.7
00355-00	234	1631.51	418.976	1629.8
00356-00	234	1631.51	418.976	1696.8
00357-00	234	1631.51	418.976	1763.8
00358-00	84	1615.82	485.86	-1763.8
00359-00	84	1615.82	485.86	-1696.8
00360-00	84	1615.82	485.86	-1629.8
00361-00	94	1615.82	485.86	-1551.7
00362-00	94	1615.82	485.86	-1484.7
00363-00	94	1615.82	485.86	-1417.7
00364-00	104	1615.82	485.86	-1339.6
00365-00	104	1615.82	485.86	-1272.6
00366-00	104	1615.82	485.86	-1205.6
00367-00	114	1615.82	485.86	-1127.5
00368-00	114	1615.82	485.86	-1060.5
00369-00	114	1615.82	485.86	-993.5
00370-00	124	1615.82	485.86	-915.4
00371-00	124	1615.82	485.86	-848.4
00372-00	124	1615.82	485.86	-781.4
00373-00	134	1615.82	485.86	-703.3
00374-00	134	1615.82	485.86	-636.3
00375-00	134	1615.82	485.86	-569.3
00376-00	144	1615.82	485.86	-491.2
00377-00	144	1615.82	485.86	-424.2
00378-00	144	1615.82	485.86	-357.2
00379-00	153	1615.82	485.86	-279.1
00380-00	153	1615.82	485.86	-212.1
00381-00	153	1615.82	485.86	-145.1
00382-00	162	1615.82	485.86	-67.0
00383-00	162	1615.82	485.86	0.0
00384-00	162	1615.82	485.86	67.0
00385-00	171	1615.82	485.86	145.1
00386-00	171	1615.82	485.86	212.1
00387-00	171	1615.82	485.86	279.1
00388-00	180	1615.82	485.86	357.2
00389-00	180	1615.82	485.86	424.2
00390-00	180	1615.82	485.86	491.2
00391-00	189	1615.82	485.86	569.3
00392-00	189	1615.82	485.86	636.3
00393-00	189	1615.82	485.86	703.3
00394-00	198	1615.82	485.86	781.4
00395-00	198	1615.82	485.86	848.4
00396-00	198	1615.82	485.86	915.4
00397-00	207	1615.82	485.86	993.5
00398-00	207	1615.82	485.86	1060.5
00399-00	207	1615.82	485.86	1127.5
00400-00	216	1615.82	485.86	1205.6
00401-00	216	1615.82	485.86	1272.6
00402-00	216	1615.82	485.86	1339.6
00403-00	225	1615.82	485.86	1417.7
00404-00	225	1615.82	485.86	1484.7
00405-00	225	1615.82	485.86	1551.7
00406-00	234	1615.82	485.86	1629.8
00407-00	234	1615.82	485.86	1696.8
00408-00	234	1615.82	485.86	1763.8
00409-00	85	1592.81	556.685	-1763.8
00410-00	85	1592.81	556.685	-1696.8
00411-00	85	1592.81	556.685	-1629.8
00412-00	95	1592.81	556.685	-1551.7
00413-00	95	1592.81	556.685	-1484.7
00414-00	95	1592.81	556.685	-1417.7
00415-00	105	1592.81	556.685	-1339.6
00416-00	105	1592.81	556.685	-1272.6
00417-00	105	1592.81	556.685	-1205.6
00418-00	115	1592.81	556.685	-1127.5
00419-00	115	1592.81	556.685	-1060.5
00420-00	115	1592.81	556.685	-993.5
00421-00	125	1592.81	556.685	-915.4
00422-00	125	1592.81	556.685	-848.4
00423-00	125	1592.81	556.685	-781.4
00424-00	135	1592.81	556.685	-703.3
00425-00	135	1592.81	556.685	-636.3
00426-00	135	1592.81	556.685	-569.3
00427-00	145	1592.81	556.685	-491.2
00428-00	145	1592.81	556.685	-424.2
00429-00	145	1592.81	556.685	-357.2
00430-00	154	1592.81	556.685	-279.1
00431-00	154	1592.81	556.685	-212.1
00432-00	154	1592.81	556.685	-145.1
00433-00	163	1592.81	556.685	-67.0
00434-00	163	1592.81	556.685	0.0
00435-00	163	1592.81	556.685	67.0
00436-00	172	1592.81	556.685	145.1
00437-00	172	1592.81	556.685	212.1
00438-00	172	1592.81	556.685	279.1
00439-00	181	1592.81	556.685	357.2
00440-00	181	1592.81	556.685	424.2
00441-00	181	1592.81	556.685	491.2
00442-00	190	1592.81	556.685	569.3
00443-00	190	1592.81	556.685	636.3
00444-00	190	1592.81	556.685	703.3
00445-00	199	1592.81	556.685	781.4
00446-00	199	1592.81	556.685	848.4
00447-00	199	1592.81	556.685	915.4
00448-00	208	1592.81	556.685	993.5
00449-00	208	1592.81	556.685	1060.5
00450-00	208	1592.81	556.685	1127.5
00451-00	217	1592.81	556.685	1205.6
00452-00	217	1592.81	556.685	1272.6
00453-00	217	1592.81	556.685	1339.6
00454-00	226	1592.81	556.685	1417.7
00455-00	226	1592.81	556.685	1484.7
00456-00	226	1592.81	556.685	1551.7
00457-00	235	1592.81	556.685	1629.8
00458-00	235	1592.81	556.685	1696.8
00459-00	235	1592.81	556.685	1763.8
00460-00	85	1566.18	620.017	-1763.8
00461-00	85	1566.18	620.017	-1696.8
00462-00	85	1566.18	620.017	-1629.8
00463-00	95	1566.18	620.017	-1551.7
00464-00	95	1566.18	620.017	-1484.7
00465-00	95	1566.18	620.017	-1417.7
00466-00	105	1566.18	620.017	-1339.6
00467-00	105	1566.18	620.017	-1272.6
00468-00	105	1566.18	620.017	-1205.6
00469-00	115	1566.18	620.017	-1127.5
00470-00	115	1566.18	620.017	-1060.5
00471-00	115	1566.18	620.017	-993.5
00472-00	125	1566.18	620.017	-915.4
00473-00	125	1566.18	620.017	-848.4
00474-00	125	1566.18	620.017	-781.4
00475-00	135	1566.18	620.017	-703.3
00476-00	135	1566.18	620.017	-636.3
00477-00	135	1566.18	620.017	-569.3
00478-00	145	1566.18	620.017	-491.2
00479-00	145	1566.18	620.017	-424.2
00480-00	145	1566.18	620.017	-357.2
00481-00	154	1566.18	620.017	-279.1
00482-00	154	1566.18	620.017	-212.1
00483-00	154	1566.18	620.017	-145.1
00484-00	163	1566.18	620.017	-67.0
00485-00	163	1566.18	620.017	0.0
00486-00	163	1566.18	620.017	67.0
00487-00	172	1566.18	620.017	145.1
00488-00	172	1566.18	620.017	212.1
00489-00	172	1566.18	620.017	279.1
00490-00	181	1566.18	620.017	357.2
00491-00	181	1566.18	620.017	424.2
00492-00	181	1566.18	620.017	491.2
00493-00	190	1566.18	620.017	569.3
00494-00	190	1566.18	620.017	636.3
00495-00	190	1566.18	620.017	703.3
00496-00	199	1566.18	620.017	781.4
00497-00	199	1566.18	620.017	848.4
00498-00	199	1566.18	620.017	915.4
00499-00	208	1566.18	620.017	993.5
00500-00	208	1566.18	620.017	1060.5
00501-00	208	1566.18	620.017	1127.5
00502-00	217	1566.18	620.017	1205.6
00503-00	217	1566.18	620.017	1272.6
00504-00	217	1566.18	620.017	1339.6
00505-00	226	1566.18	620.017	1417.7
00506-00	226	1566.18	620.017	1484.7
00507-00	226	1566.18	620.017	1551.7
00508-00	235	1566.18	620.017	1629.8
00509-00	235	1566.18	620.017	1696.8
00510-00	235	1566.18	620.017	1763.8
00511-00	85	1538.79	685.192	-1763.8
00512-00	85	1538.79	685.192	-1696.8
00513-00	85	1538.79	685.192	-1629.8
00514-00	95	1538.79	685.192	-1551.7
00515-00	95	1538.79	685.192	-1484.7
00516-00	95	1538.79	685.192	-1417.7
00517-00	105	1538.79	685.192	-1339.6
00518-00	105	1538.79	685.192	-1272.6
00519-00	105	1538.79	685.192	-1205.6
00520-00	115	1538.79	685.192	-1127.5
00521-00	115	1538.79	685.192	-1060.5
00522-00	115	1538.79	685.192	-993.5
00523-00	125	1538.79	685.192	-915.4
00524-00	125	1538.79	685.192	-848.4
00525-00	125	1538.79	685.192	-781.4
00526-00	135	1538.79	685.192	-703.3
00527-00	135	1538.79	685.192	-636.3
00528-00	135	1538.79	685.192	-569.3
00529-00	145	1538.79	685.192	-491.2
00530-00	145	1538.79	685.192	-424.2
00531-00	145	1538.79	685.192	-357.2
00532-00	154	1538.79	685.192	-279.1
00533-00	154	1538.79	685.192	-212.1
00534-00	154	1538.79	685.192	-145.1
00535-00	163	1538.79	685.192	-67.0
00536-00	163	1538.79	685.192	0.0
00537-00	163	1538.79	685.192	67.0
00538-00	172	1538.79	685.192	145.1
00539-00	172	1538.79	685.192	212.1
00540-00	172	1538.79	685.192	279.1
00541-00	181	1538.79	685.192	357.2
00542-00	181	1538.79	685.192	424.2
00543-00	181	1538.79	685.192	491.2
00544-00	190	1538.79	685.192	569.3
00545-00	190	1538.79	685.192	636.3
00546-00	190	1538.79	685.192	703.3
00547-00	199	1538.79	685.192	781.4
00548-00	199	1538.79	685.192	848.4
00549-00	199	1538.79	685.192	915.4
00550-00	208	1538.79	685.192	993.5
00551-00	208	1538.79	685.192	1060.5
00552-00	208	1538.79	685.192	1127.5
00553-00	217	1538.79	685.192	1205.6
00554-00	217	1538.79	685.192	1272.6
00555-00	217	1538.79	685.192	1339.6
00556-00	226	1538.79	685.192	1417.7
00557-00	226	1538.79	685.192	1484.7
00558-00	226	1538.79	685.192	1551.7
00559-00	235	1538.79	685.192	1629.8
00560-00	235	1538.79	685.192	1696.8
00561-00	235	1538.79	685.192	1763.8
00562-00	85	1512.16	748.524	-1763.8
00563-00	85	1512.16	748.524	-1696.8
00564-00	85	1512.16	748.524	-1629.8
00565-00	95	1512.16	748.524	-1551.7
00566-00	95	1512.16	748.524	-1484.7
00567-00	95	1512.16	748.524	-1417.7
00568-00	105	1512.16	748.524	-1339.6
00569-00	105	1512.16	748.524	-1272.6
00570-00	105	1512.16	748.524	-1205.6
00571-00	115	1512.16	748.524	-1127.5
00572-00	115	1512.16	748.524	-1060.5
00573-00	115	1512.16	748.524	-993.5
00574-00	125	1512.16	748.524	-915.4
00575-00	125	1512.16	748.524	-848.4
00576-00	125	1512.16	748.524	-781.4
00577-00	135	1512.16	748.524	-703.3
00578-00	135	1512.16	748.524	-636.3
00579-00	135	1512.16	748.524	-569.3
00580-00	145	1512.16	748.524	-491.2
00581-00	145	1512.16	748.524	-424.2
00582-00	145	1512.16	748.524	-357.2
00583-00	154	1512.16	748.524	-279.1
00584-00	154	1512.16	748.524	-212.1
00585-00	154	1512.16	748.524	-145.1
00586-00	163	1512.16	748.524	-67.0
00587-00	163	1512.16	748.524	0.0
00588-00	163	1512.16	748.524	67.0
00589-00	172	1512.16	748.524	145.1
00590-00	172	1512.16	748.524	212.1
00591-00	172	1512.16	748.524	279.1
00592-00	181	1512.16	748.524	357.2
00593-00	181	1512.16	748.524	424.2
00594-00	181	1512.16	748.524	491.2
00595-00	190	1512.16	748.524	569.3
00596-00	190	1512.16	748.524	636.3
00597-00	190	1512.16	748.524	703.3
00598-00	199	1512.16	748.524	781.4
00599-00	199	1512.16	748.524	848.4
00600-00	199	1512.16	748.524	915.4
00601-00	208	1512.16	748.524	993.5
00602-00	208	1512.16	748.524	1060.5
00603-00	208	1512.16	748.524	1127.5
00604-00	217	1512.16	748.524	1205.6
00605-00	217	1512.16	748.524	1272.6
00606-00	217	1512.16	748.524	1339.6
00607-00	226	1512.16	748.524	1417.7
00608-00	226	1512.16	748.524	1484.7
00609-00	226	1512.16	748.524	1551.7
00610-00	235	1512.16	748.524	1629.8
00611-00	235	1512.16	748.524	1696.8
00612-00	235	1512.16	748.524	1763.8
00613-00	86	1477.66	814.519	-1763.8
00614-00	86	1477.66	814.519	-1696.8
00615-00	86	1477.66	814.519	-1629.8
00616-00	96	1477.66	814.519	-1551.7
00617-00	96	1477.66	814.519	-1484.7
00618-00	96	1477.66	814.519	-1417.7
00619-00	106	1477.66	814.519	-1339.6
00620-00	106	1477.66	814.519	-1272.6
00621-00	106	1477.66	814.519	-1205.6
00622-00	116	1477.66	814.519	-1127.5
00623-00	116	1477.66	814.519	-1060.5
00624-00	116	1477.66	814.519	-993.5
00625-00	126	1477.66	814.519	-915.4
00626-00	126	1477.66	814.519	-848.4
00627-00	126	1477.66	814.519	-781.4
00628-00	136	1477.66	814.519	-703.3
00629-00	136	1477.66	814.519	-636.3
00630-00	136	1477.66	814.519	-569.3
00631-00	146	1477.66	814.519	-491.2
00632-00	146	1477.66	814.519	-424.2
00633-00	146	1477.66	814.519	-357.2
00634-00	155	1477.66	814.519	-279.1
00635-00	155	1477.66	814.519	-212.1
00636-00	155	1477.66	814.519	-145.1
00637-00	164	1477.66	814.519	-67.0
00638-00	164	1477.66	814.519	0.0
00639-00	164	1477.66	814.519	67.0
00640-00	173	1477.66	814.519	145.1
00641-00	173	1477.66	814.519	212.1
00642-00	173	1477.66	814.519	279.1
00643-00	182	1477.66	814.519	357.2
00644-00	182	1477.66	814.519	424.2
00645-00	182	1477.66	814.519	491.2
00646-00	191	1477.66	814.519	569.3
00647-00	191	1477.66	814.519	636.3
00648-00	191	1477.66	814.519	703.3
00649-00	200	1477.66	814.519	781.4
00650-00	200	1477.66	814.519	848.4
00651-00	200	1477.66	814.519	915.4
00652-00	209	1477.66	814.519	993.5
00653-00	209	1477.66	814.519	1060.5
00654-00	209	1477.66	814.519	1127.5
00655-00	218	1477.66	814.519	1205.6
00656-00	218	1477.66	814.519	1272.6
00657-00	218	1477.66	814.519	1339.6
00658-00	227	1477.66	814.519	1417.7
00659-00	227	1477.66	814.519	1484.7
00660-00	227	1477.66	814.519	1551.7
00661-00	236	1477.66	814.519	1629.8
00662-00	236	1477.66	814.519	1696.8
00663-00	236	1477.66	814.519	1763.8
00664-00	86	1440.85	872.524	-1763.8
