1048	00197-00	3395.0	2505.0	RG
1048	00197-01	3415.0	2399.0	RG
1048	00197-02	3451.0	2404.0	RG
1048	00197-07	3555.0	2546.0	RG
1048	00197-08	3550.0	2579.0	RG
1048	00197-09	3531.0	2612.0	RG
1048	00197-10	3509.0	2640.0	RG
1048	00197-11	3477.0	2657.0	RG
1048	00197-12	3438.0	2666.0	RG
1048	00197-13	3405.0	2668.0	RG
1048	00197-14	3364.0	2660.0	RG
1048	00197-15	3330.0	2651.0	RG
1048	00197-16	3302.0	2632.0	RG
1048	00197-17	3279.0	2600.0	RG
1048	00197-18	3264.0	2568.0	RG
1048	00197-19	3261.0	2531.0	RG
1048	00197-20	3268.0	2497.0	RG
1048	00197-21	3285.0	2465.0	RG
1048	00197-22	3307.0	2437.0	RG
1048	00197-23	3339.0	2417.0	RG
1048	00197-24	3377.0	2405.0	RG
1048	00198-00	3406.0	2199.0	RG
1048	00198-01	3425.0	2087.0	RG
1048	00198-02	3462.0	2093.0	RG
1048	00198-03	3498.0	2104.0	RG
1048	00198-04	3529.0	2131.0	RG
1048	00198-05	3549.0	2159.0	RG
1048	00198-06	3565.0	2200.0	RG
1048	00198-07	3566.0	2236.0	RG
1048	00198-08	3561.0	2272.0	RG
1048	00198-09	3547.0	2301.0	RG
1048	00198-10	3523.0	2330.0	RG
1048	00198-11	3492.0	2352.0	RG
1048	00198-12	3454.0	2359.0	RG
1048	00198-13	3413.0	2365.0	RG
1048	00198-14	3376.0	2359.0	RG
1048	00198-15	3337.0	2346.0	RG
1048	00198-16	3312.0	2325.0	RG
1048	00198-17	3295.0	2290.0	RG
1048	00198-18	3280.0	2264.0	RG
1048	00198-19	3277.0	2228.0	RG
1048	00198-20	3279.0	2189.0	RG
1048	00198-21	3295.0	2155.0	RG
1048	00198-22	3319.0	2129.0	RG
1048	00198-23	3352.0	2106.0	RG
1048	00198-24	3388.0	2091.0	RG
1048	00199-00	3416.0	1835.0	RG
1048	00199-01	3428.0	1703.0	RG
1048	00199-02	3468.0	1707.0	RG
1048	00199-03	3503.0	1721.0	RG
1048	00199-04	3535.0	1748.0	RG
1048	00199-05	3558.0	1777.0	RG
1048	00199-06	3569.0	1807.0	RG
1048	00199-07	3575.0	1848.0	RG
1048	00199-08	3572.0	1885.0	RG
1048	00199-09	3559.0	1919.0	RG
1048	00199-10	3531.0	1952.0	RG
1048	00199-11	3502.0	1978.0	RG
1048	00199-12	3468.0	1992.0	RG
1048	00199-13	3429.0	1993.0	RG
1048	00199-14	3391.0	1988.0	TB3
1048	00199-15	3354.0	1974.0	TB3
1048	00199-16	3326.0	1957.0	TB3
1048	00199-17	3300.0	1921.0	TB3
1048	00199-18	3286.0	1886.0	TB3
1048	00199-19	3280.0	1849.0	TB3
1048	00199-20	3285.0	1812.0	TB3
1048	00199-21	3303.0	1778.0	RG
