1237	00352-00	3380.0	1296.0	RG
1237	00352-01	3391.0	1194.0	RG
1237	00352-02	3421.0	1196.0	RG
1237	00352-03	3448.0	1203.0	RG
1237	00352-04	3470.0	1222.0	RG
1237	00352-05	3489.0	1245.0	RG
1237	00352-06	3501.0	1269.0	RG
1237	00352-07	3502.0	1298.0	RG
1237	00352-08	3501.0	1331.0	RG
1237	00352-09	3490.0	1356.0	RG
1237	00352-10	3473.0	1378.0	RG
1237	00352-11	3449.0	1397.0	RG
1237	00352-12	3422.0	1408.0	RG
1237	00352-13	3395.0	1413.0	RG
1237	00352-14	3364.0	1408.0	RG
1237	00352-15	3338.0	1398.0	RG
1237	00352-16	3316.0	1383.0	RG
1237	00352-17	3300.0	1362.0	RG
1237	00352-18	3288.0	1337.0	RG
1237	00352-19	3285.0	1304.0	RG
1237	00353-00	3377.0	1051.0	RG
1237	00353-01	3386.0	937.0	RG
1237	00353-02	3417.0	940.0	RG
1237	00353-03	3444.0	951.0	RG
1237	00353-04	3468.0	965.0	RG
1237	00353-05	3487.0	990.0	RG
1237	00353-06	3500.0	1015.0	TB3
1237	00353-07	3499.0	1045.0	RG
1237	00353-10	3470.0	1123.0	TB3
1237	00353-14	3365.0	1157.0	TB3
1237	00353-15	3338.0	1147.0	TB3
1237	00353-16	3314.0	1130.0	TB3
1237	00353-17	3298.0	1111.0	TB3
1237	00353-21	3292.0	995.0	TB3
1237	00353-22	3310.0	972.0	RG
1237	00353-23	3333.0	953.0	RG
1237	00353-24	3358.0	942.0	RG
1237	00354-00	3371.0	802.0	RG
1237	00354-01	3380.0	684.0	RG
1237	00354-02	3408.0	685.0	RG
1237	00354-03	3436.0	698.0	RG
1237	00354-04	3459.0	712.0	RG
1237	00354-05	3479.0	735.0	RG
1237	00354-06	3488.0	766.0	RG
1237	00354-07	3493.0	793.0	RG
1237	00354-08	3494.0	822.0	RG
1237	00354-09	3486.0	847.0	RG
1237	00354-10	3466.0	873.0	RG
1237	00354-11	3445.0	892.0	RG
1237	00354-12	3419.0	904.0	RG
1237	00354-13	3390.0	908.0	RG
1237	00354-14	3358.0	905.0	RG
1237	00354-15	3330.0	894.0	RG
1237	00354-16	3307.0	877.0	RG
1237	00354-17	3289.0	855.0	RG
1237	00354-18	3277.0	829.0	RG
1237	00354-19	3270.0	800.0	RG
1237	00354-20	3272.0	768.0	RG
1237	00354-21	3283.0	741.0	RG
1237	00354-22	3300.0	719.0	RG
1237	00354-23	3322.0	701.0	RG
1237	00354-24	3347.0	690.0	RG
1237	00355-00	3355.0	507.0	RG
1237	00355-01	3363.0	386.0	RG
1237	00355-16	3289.0	578.0	RG
1237	00355-17	3272.0	555.0	RG
1237	00355-18	3261.0	533.0	RG
1237	00355-19	3254.0	504.0	RG
1237	00355-20	3258.0	474.0	RG
1237	00355-21	3268.0	445.0	RG
1237	00355-22	3282.0	423.0	RG
1237	00355-23	3307.0	403.0	RG
1237	00355-24	3333.0	393.0	RG
1237	00401-00	3125.0	1822.0	RG
1237	00401-01	3137.0	1731.0	RG
1237	00401-02	3165.0	1734.0	RG
1237	00401-03	3193.0	1743.0	RG
1237	00401-04	3216.0	1762.0	RG
1237	00401-05	3232.0	1783.0	RG
1237	00401-14	3102.0	1937.0	RG
1237	00401-15	3077.0	1926.0	RG
1237	00401-16	3056.0	1911.0	RG
1237	00401-17	3041.0	1888.0	RG
1237	00401-18	3032.0	1866.0	RG
1237	00401-19	3028.0	1835.0	RG
1237	00401-20	3030.0	1808.0	RG
1237	00401-21	3042.0	1787.0	RG
1237	00401-22	3058.0	1760.0	RG
1237	00401-23	3080.0	1743.0	RG
1237	00401-24	3105.0	1733.0	RG
1237	00402-00	3131.0	1586.0	RG
1237	00402-01	3140.0	1486.0	RG
1237	00402-02	3171.0	1491.0	RG
1237	00402-03	3196.0	1503.0	RG
1237	00402-04	3217.0	1519.0	RG
1237	00402-05	3234.0	1539.0	RG
1237	00402-06	3243.0	1569.0	RG
1237	00402-07	3246.0	1595.0	RG
1237	00402-08	3242.0	1622.0	RG
1237	00402-09	3228.0	1650.0	RG
1237	00402-12	3166.0	1701.0	RG
1237	00402-13	3139.0	1704.0	RG
1237	00402-14	3108.0	1699.0	RG
1237	00402-15	3082.0	1688.0	RG
1237	00402-16	3062.0	1671.0	RG
1237	00402-17	3046.0	1652.0	RG
1237	00402-18	3036.0	1628.0	RG
1237	00402-19	3030.0	1600.0	RG
