045	0.6776787035350584	-0.033710594582056	0.7345850329185635	-0.7343312423674715	0.021750690727091043	0.6784427270860383	-0.03884843958370343	-0.9991949275620944	-0.0100147629074602
046	0.6192663132525401	-0.03235399612835288	0.7845141504173994	-0.784283090835608	0.022282110677217665	0.6200028556169028	-0.03754020111764078	-0.9992280652975551	-0.011576131553862223
047	0.5664445335636705	-0.019282466340234006	0.8238742482246142	-0.82342191456642	0.02730015656739168	0.5667724870379359	-0.033420667372253854	-0.999441287892007	-0.0004135808984067346
048	0.40309712972724904	-0.02117575997699822	0.914912176766191	-0.9149073011371978	0.014037034982890328	0.4034198705749853	-0.021385376580786986	-0.9996772223264295	-0.013715568898600483
086	0.5030141259751975	-0.1175318162798234	0.856249415317391	-0.8637030573509448	-0.03222203175502075	0.5029699487963559	-0.03152487576563062	-0.9925462270501784	-0.11772072619728988
087	0.374302554673584	-0.11038682261529786	0.9207129557890057	-0.9266375485914636	-0.006813984804668938	0.37589416482766125	-0.035220038404748466	-0.9938653424906116	-0.10483906662493486
236	0.5346752430266474	-0.10067823460066255	0.8390389011077433	-0.8443227056562488	-0.022245373246171762	0.5353730587940059	-0.03523568088893764	-0.9946703154547402	-0.09689896978534132
237	0.5239484325445092	-0.11417179091837582	0.8440632927646141	-0.8506630076767773	-0.020093586012574605	0.5253272267562898	-0.043017291923726664	-0.9932577963246227	-0.10764972194995645
238	0.525819501842475	-0.10688202218202181	0.8438543030739449	-0.8499057560950868	-0.02605478221949714	0.5262901804897497	-0.03426451865370855	-0.99393027001786	-0.10453975848285324
239	0.5182610944716375	-0.08768778150718365	0.8507151643948806	-0.8548053360998269	-0.022048697540074824	0.5184801754281914	-0.026707214986255834	-0.9959039652050465	-0.08638296566188969
240	0.5127647428153328	-0.05202496620856978	0.8569514113510301	-0.8582002192630878	-0.003432096812020613	0.5133036181133548	-0.023763463180129507	-0.998639886847341	-0.04640769564648242
