x	y	z	feature_id	adjacent_bolt_dist
1436.4737552134718	860.2401611396493	1234.8050914608993	00706-02	7.798988645848545
1440.0122513181564	854.0734297054954	1231.5996753203297	00706-03	7.562327649805283
1443.2813432991995	849.1079901231013	1226.925678437994	00706-04	7.866695675878915
1446.0362572822478	844.9948492018176	1220.8119707606056	00706-05	7.95280596136181
1447.4883096254277	842.3945008795054	1213.4379043617735	00706-06	7.922675030176095
1448.2793024587684	841.9031725132938	1205.5701406129097	00706-07	7.805110103632855
1447.4915632064276	842.7380890185814	1197.8498993583016	00706-08	7.792663438827355
1446.1074592544471	845.5178398004432	1190.7026729513877	00706-09	7.625398893660133
1443.706351898533	849.517679344565	1184.6708676350593	00706-10	7.845035134917368
1440.7625620912243	854.9928691395031	1179.8853713653002	00706-11	7.954081854338738
1436.4831241841937	861.0342145140758	1176.9774553743334	00706-12	7.536196698151238
1432.5846964038817	867.3841569247336	1175.848405819953	00706-13	7.920751962095339
1428.3457884332238	873.967716284548	1177.042858421411	00706-14	7.637716285030058
1424.608055328543	879.9896180061162	1179.8890419967556	00706-15	7.703263698558823
1421.2940358848184	885.1221479831248	1184.58102268419	00706-16	7.997440269042976
1418.342944671676	889.0377840144755	1190.8990845688672	00706-17	7.590352981843292
1416.399245676976	891.2243330500197	1197.9029760530452	00706-18	7.763233810846706
1415.4147446524871	891.9185530327125	1205.57217519965	00706-19	8.0188691964786
1415.8848181672283	891.0275378245935	1213.527512149137	00706-20	7.809441257166847
1417.5163601738866	888.3160576376123	1220.6670722634058	00706-21	7.746359853110615
1420.228107349283	884.4320443905985	1226.7962613882114	00706-22	8.00869044708515
1423.5592756508759	878.9498599639437	1231.5908514995597	00706-23	7.93503927214001
1427.9622432595643	873.1654600046039	1234.7719584763265	00706-24	7.736792009148459
1432.1652749453933	866.8799844260827	1302.6818141688414	00707-01	7.8755729603470845
1436.246126524225	860.2405413412848	1301.5464308111043	00707-02	7.80028651636383
1439.73879627787	853.9707587522204	1298.4910169250318	00707-03	7.666325600798142
1443.0656401036952	849.1123573083149	1293.5817813647964	00707-04	7.702320791566332
1445.4094057595698	845.0009374359265	1287.504879624644	00707-05	7.856730922698094
1447.4451312665824	842.5950190711476	1280.307963668917	00707-06	7.581321579918606
1448.0894471751483	841.7137996048514	1272.8056476158351	00707-07	7.901322742942409
1447.769565702815	842.6337251934779	1264.9645817544113	00707-08	7.809875005380521
1445.8181659653396	845.0834723529116	1257.8102176653329	00707-09	7.798977524320996
1443.5435197568277	849.2833846777623	1251.6449300390714	00707-10	7.611571337423701
1439.8650571298965	854.0407391921416	1246.9788279236568	00707-11	7.8496316319433985
1436.6561708251322	860.635816160499	1244.1815568925008	00707-12	7.706246548201132
1432.279902145207	866.8759826019295	1243.043650443793	00707-13	7.8422397682639255
1428.10764016492	873.4666526560034	1243.8536027813577	00707-14	7.8821996913496575
1423.9709996390595	879.3914972371336	1247.0021729050127	00707-15	7.903837448001921
1420.4432358389743	884.2716625286239	1252.1216959006617	00707-16	7.487219143514982
1418.1700290070617	888.2623576620089	1258.0348451085492	00707-17	7.808498203770965
1416.7806000019364	891.1137176529398	1265.1701010563152	00707-18	7.651728955966252
1416.1846585955961	892.101799604342	1272.734326324847	00707-19	7.776760677089622
1416.8855853661958	891.3940641919629	1280.4470313546694	00707-20	7.882989544534208
1418.055693284864	888.4327821040285	1287.6583543964964	00707-21	7.784739279754026
1420.7237990478052	884.4809198054315	1293.811903101466	00707-22	7.717376285464226
1424.4170053758025	879.6337729314233	1298.547226842466	00707-23	7.988467715185262
1427.6131087194356	873.0264440146536	1301.700597172604	00707-24	7.711288453714527
1432.6475221503772	867.3640004028675	1369.2524239062525	00708-01	7.809975091221913
1436.593784246884	860.7252607693276	1368.0905880877108	00708-02	7.809715616793879
1440.6308245989642	854.8460905957073	1364.9079286210879	00708-03	7.635796569333823
1443.8553517361656	849.5972249713323	1360.396030611718	00708-04	7.8941944844857845
1446.973600058152	845.9567007365802	1354.1237569205039	00708-05	7.707472942298323
1448.0019923823954	843.1712968079597	1347.0111573016497	00708-06	7.872400360311053
1448.8825221073996	842.6731792456138	1339.204030190446	00708-07	7.713140641129238
1447.86266700595	842.9884309774645	1331.5651133518195	00708-08	7.916656983849288
1446.2187603581951	845.7112381639023	1324.3154685495633	00708-09	7.6544297917809585
1443.7194410097254	849.7561112075052	1318.3169103650657	00708-10	7.625150132672858
1440.0991535717067	854.6538122148243	1313.7289959963323	00708-11	7.742169967738276
1436.068932919084	860.6060519590352	1310.8533466213287	00708-12	7.835011317064321
1432.04914040019	867.2333948848241	1309.7101072817477	00708-13	7.8850026737546255
1427.667765133427	873.6960945029931	1310.8102579906206	00708-14	7.614686536690326
1423.1954850141294	879.0731016238146	1313.8218947564378	00708-15	7.9695270773958695
1419.9446285383183	884.5251977799828	1318.6406022091599	00708-16	7.366207926998981
1416.8373238369868	887.8210066670622	1324.4495023199136	00708-17	8.10965563502033
1416.238801889564	891.3776496227216	1331.7130122760593	00708-18	7.674449218242194
1416.1916321491863	892.4245388456748	1339.315575578909	00708-19	7.926068539509858
1416.0222210960208	890.9994103952827	1347.1106298627453	00708-20	7.831009955277798
1417.9971461507748	888.6801308001137	1354.3248748064104	00708-21	7.600956894131323
1420.7962171908175	884.9410253095211	1360.32144358776	00708-22	7.774858287113288
1424.3318735933806	879.8250737927947	1364.9877692585865	00708-23	7.831374907985536
1427.9322717207338	873.5997002621177	1368.0881387006891	00708-24	7.903992623275865
1394.9794671260288	926.3089214794745	1236.4327810687678	00757-01	7.7760155109706375
1398.8037346431156	919.6490406633836	1235.2131980662316	00757-02	7.840141564795846
1402.5117640007852	913.7085972678651	1231.6876526753254	00757-03	7.63023510983969
1405.967976633777	908.8570743543235	1226.9192349622513	00757-04	7.6316396452622435
1408.3388236689184	904.594313010208	1221.049833482184	00757-05	7.8239711574868425
1409.735503365264	901.9715855896281	1213.812077519433	00757-06	8.075346575871704
1410.314052154391	901.3983262528486	1205.7779081565282	00757-07	7.638970358437115
1409.790061343981	902.4181212490997	1198.225470143985	00757-08	7.931509954926939
1408.7698923091605	905.6326545156301	1191.0466902209153	00757-09	7.628619150490623
1405.936950723441	909.1529670850775	1184.900335892655	00757-10	7.984874079972718
1402.9126804006166	914.6910414354161	1180.0073066082928	00757-11	7.5957019349800055
1399.199131641593	920.7229027526921	1177.2648820334753	00757-12	8.107329011860582
1394.8721456378858	927.5233813374596	1176.39340808183	00757-13	7.679542353512596
1390.7237719210948	933.8807002140136	1177.5556743882512	00757-14	7.5405162604448455
1386.536116400714	939.4947850602048	1180.3494134699165	00757-15	7.671234358871017
1383.3138031113967	944.6470773372721	1185.0311244761497	00757-16	7.891743114442209
1380.7215357855318	948.5516869553364	1191.3804380789038	00757-17	7.8972471825507045
1378.6330865783648	950.7414094670743	1198.6749571372775	00757-18	7.962293644366404
1377.9993967695523	951.4957659498589	1206.5760648825374	00757-19	7.944002082689098
1378.2789840740897	950.3098422632604	1214.4260702989989	00757-20	7.9026718141176815
1380.0969071678996	947.6575701005661	1221.6449919498855	00757-21	7.554254031609478
1383.1959173186074	944.1113583002967	1227.551536788243	00757-22	7.776072793579129
1386.352310631664	938.8693505214816	1232.3500619565812	00757-23	8.049789057444785
1390.3345383792084	932.6542307422509	1235.5614872111778	00757-24	7.911856020529435
1394.5111838618739	926.5805593859196	1303.1357633835453	00758-01	7.869549279004374
1398.531712965091	919.9291432361487	1301.901334451841	00758-02	7.797094004132365
1402.743694015162	914.2419969527452	1298.628681446359	00758-03	7.796890286233914
1406.3698983218017	909.3151305637136	1293.7946222776368	00758-04	7.677808381339116
1408.7784887989164	905.4122485026812	1287.6371110050702	00758-05	7.763620500193072
1410.3746153097175	903.0412199831019	1280.4187727481112	00758-06	7.831013904344247
1410.2669006430979	901.8849296834422	1272.674344488805	00758-07	8.023525075084859
1409.7567287911709	902.4745969725318	1264.6887968056342	00758-08	7.27532389770111
1408.2878920030573	905.0180316364606	1258.0326870997571	00758-09	7.9133955855762865
1406.1885335908971	909.2479313375668	1251.6826892674983	00758-10	7.715249312067331
1402.234456496231	914.1239223796458	1247.1977079259143	00758-11	7.828459251028403
1398.5051238190067	920.3284577271066	1244.2176755184212	00758-12	7.546592391036371
1394.3732926789298	926.5639145222344	1243.218622615701	00758-13	8.046233344354226
1390.7444883110156	933.6654712156496	1244.2870525017554	00758-14	7.777747683692688
1386.4848639389897	939.4028672059148	1247.3580859583167	00758-15	7.711294911897934
1382.9663203429036	944.5008243573176	1251.950988424423	00758-16	7.907352800400329
1379.9814324093165	948.1899060162148	1258.2761246955174	00758-17	7.606537401081687
1378.6246016603961	950.6902963417724	1265.3306600999715	00758-18	7.905771322014806
1378.626579003879	952.0087894004812	1273.1257093198444	00758-19	7.80211028290388
1379.0863437811417	951.0179639707185	1280.850979941895	00758-20	7.679010182575543
1380.5153473501514	948.3741897530009	1287.9174928067803	00758-21	7.8605510455071705
1382.8543064050311	944.2459751773877	1294.1844998832335	00758-22	7.645011713942154
1386.1997993580687	939.095003808941	1298.7365735830906	00758-23	7.890476381544543
1390.3174050677771	933.1411249437277	1301.8760428384674	00758-24	7.887692746539047
1395.1143234115825	926.8632205063216	1369.8435762958902	00759-01	7.922300066528654
1399.112511586511	920.1735341091511	1368.4204018267912	00759-02	7.727386427621852
1402.790588026384	914.0218422756789	1365.5323328715488	00759-03	7.760870725013823
1406.0168364555425	908.9526676228743	1360.620520189545	00759-04	7.776780017728157
1408.9778630545516	905.294562568131	1354.4294866463829	00759-05	7.618347845994269
1410.8635192234167	902.979411707701	1347.420663549112	00759-06	7.811847077049871
1411.6301536420615	902.704061227676	1339.6514030607186	00759-07	7.769653965283316
1410.3421461211253	902.9557371552795	1331.9933864380075	00759-08	7.527729927028605
1408.348006422611	904.9229291547081	1325.0062353480084	00759-09	7.617339332874696
1405.9779514288614	908.7315141011195	1318.8498257982196	00759-10	7.693446442872639
1402.8840608605813	913.9741453174487	1314.1453835092307	00759-11	7.873137228284791
1398.7685043219822	920.0021778973723	1311.193891105653	00759-12	7.751684658876067
1394.6848068192664	926.523937802694	1310.256513116629	00759-13	7.7820193643108055
1390.6933574680884	933.1396814104874	1311.1839256351075	00759-14	7.5849176336322985
1386.8081632378644	938.9695103792972	1314.090699705593	00759-15	7.920840250837158
1383.3826456122229	944.2565982891706	1318.8919746101335	00759-16	7.859717679416412
1381.0480411641486	948.4405355485471	1325.1225005173715	00759-17	7.758903031188468
1379.329918537832	950.7251267691519	1332.3356325585212	00759-18	7.695908779278698
1378.9442381695212	951.6251297542901	1339.9689972962512	00759-19	7.729888787912095
1379.202353371208	950.8010188532062	1347.65049444452	00759-20	7.725992640864786
1380.6082699239425	948.2455420055657	1354.804786793496	00759-21	7.5647962708556475
1383.0870864454023	944.2722127158833	1360.7456845058155	00759-22	8.01053981433708
1386.5821855607749	939.0101799377677	1365.6715388817424	00759-23	7.722167629614177
1390.726267872434	933.1748643583137	1368.5711158823128	00759-24	7.791728629332784
1356.5506633303892	983.9885704651996	1236.4127798517127	00808-01	7.863033338834702
1361.1845408812233	977.7621528880868	1235.1533370038935	00808-02	7.708754007406291
1364.5876945433304	971.5626756635224	1232.0857784240295	00808-03	7.791188287207175
1368.3241784446968	966.5624104082126	1227.4233058656025	00808-04	8.142313132017028
1371.2832986026372	962.7240470156783	1220.880536001276	00808-05	7.7125626994451
1372.9642322422278	960.3184674765772	1213.7481259897004	00808-06	7.385738102531126
1373.2436043243379	959.320538648021	1206.435450924305	00808-07	8.258065314779635
1372.7878549871941	960.3743032626924	1198.2575835114812	00808-08	7.562207277068151
1371.279465296396	962.5789120357156	1191.1828793056543	00808-09	7.83397762244779
1368.3711138151643	966.4878545526105	1185.0483161223265	00808-10	7.910256681212983
1365.298574722277	971.9943800222723	1180.272351137392	00808-11	7.5926607769364445
1361.314405749707	977.8153557055596	1177.463234307102	00808-12	8.155642219061926
1356.2956099939852	984.1256559425001	1176.2359201307959	00808-13	7.824665608540427
1351.563828159606	990.2173290411963	1177.550131459287	00808-14	7.152396013133038
1347.7169351571222	995.5083063771118	1180.4421449078989	00808-15	7.982840931673213
1344.1278981742998	1000.8597241694933	1185.1545636592105	00808-16	7.94532741857848
1341.7854586701405	1005.0623485146548	1191.4774707098657	00808-17	7.742976264446243
1340.2318992736543	1007.5930467620865	1198.628393798098	00808-18	7.871920009545905
1339.5976374001343	1008.4248638663208	1206.4305035651796	00808-19	7.918511158362053
1340.0450589406935	1007.3215872056013	1214.2590036475747	00808-20	7.67105646620304
1342.0989290605335	1005.4042206122875	1221.396960651182	00808-21	7.7567570809040385
1344.8438066239721	1001.629296161484	1227.592351919263	00808-22	7.6537382503235
1348.0790902789813	996.443618381006	1232.1990204370913	00808-23	8.200798525444116
1352.190726570862	990.0684615068561	1235.314292221093	00808-24	7.561798641865383
1356.7682145137355	983.913465925984	1303.3656541248067	00809-01	7.919177959460579
1361.0738552209677	977.3483987371814	1302.3289620488567	00809-02	7.719243680889419
1364.9872145446534	971.6089257615604	1298.9628379021874	00809-03	7.820943215779665
1368.4682398136727	966.6072167180066	1294.060540226145	00809-04	7.699092089582567
1371.8439306055252	963.5354752291021	1287.8601261345686	00809-05	7.997848641466709
1372.7687496626047	960.5687157728643	1280.4906871510166	00809-06	7.716635855200276
1373.0336050718363	959.5084248654346	1272.8518322809732	00809-07	7.629087788798154
1372.0812323807716	959.8474810818385	1265.2900198243844	00809-08	7.964069359019581
1370.7181444055093	962.6384464729056	1257.956609695881	00809-09	7.52668946267363
1368.437564209195	966.5504739031221	1251.944451213195	00809-10	7.763706946177968
1364.6573011649964	971.4793923906457	1247.287143041499	00809-11	8.115609422717514
1361.0150112830538	978.0768563938534	1244.2754475980023	00809-12	7.3415898432144315
1356.4586590943754	983.8032504062865	1243.6863739412445	00809-13	7.86358736873912
1352.4827129440275	990.535921235704	1244.522437346757	00809-14	7.901333386076807
1347.9532979854766	996.2664962285982	1247.5350740095498	00809-15	7.834410367473284
1344.696201050471	1001.6387423162693	1252.2157018878854	00809-16	7.672918274837704
1342.0937608605427	1005.1497920226268	1258.5223261726887	00809-17	7.714072655073595
1340.3939009714038	1007.6971738736635	1265.602456043677	00809-18	7.740380642562824
1339.4098343156008	1008.4151550341278	1273.2463822836348	00809-19	7.860166644443508
1340.271340899123	1007.70672737326	1281.027009272142	00809-20	8.044773385545
1341.7737762375357	1005.0537528259208	1288.4716578823743	00809-21	8.023557070900129
1344.1587623273078	1000.8021078876845	1294.8444770968786	00809-22	7.652725221812624
1347.7970514010096	995.9270688667145	1299.487864920523	00809-23	7.579624237305666
1352.2054463341021	990.4235731447035	1302.2678455913986	00809-24	8.025305790829519
1356.478534315647	982.9558446076012	1370.2900529365297	00810-01	7.918643105223256
1361.5767971541168	977.077660055276	1368.820505037826	00810-02	7.668121072788999
1365.3381121612163	971.1991451479729	1365.643139353972	00810-03	7.785110870042283
1368.8063884468345	966.0014268258361	1360.9995701330824	00810-04	7.740237580979313
1371.6183540356724	962.4468158008339	1354.7251085786438	00810-05	7.588005291795095
1372.6901259420076	959.888003894257	1347.6624171004705	00810-06	7.869684462042584
1372.9986529274413	958.8716121619816	1339.8647448530664	00810-07	7.983672772700374
1372.6715087326527	959.9796824953885	1331.965112725328	00810-08	7.628863365153149
1371.2322825901233	962.4689571592834	1324.8988763860505	00810-09	7.688660426906622
1369.043932909105	966.6255195835395	1318.8120370052939	00810-10	7.891094491026064
1365.281414238211	971.6457430335009	1314.0255788126494	00810-11	7.308745568008708
1360.8991690352627	976.9803253287457	1311.6264288601903	00810-12	7.631589590990745
1356.5925135901175	983.2210440191172	1310.7619586237063	00810-13	8.041910167095471
1353.0557381157298	990.4315348605039	1311.17712149016	00810-14	8.027014086968075
1348.5441406266214	996.2748257369135	1314.3290090170751	00810-15	7.6398966847829435
1345.3231942777072	1001.1257527530665	1319.2749197578316	00810-16	7.722706102782252
1342.7746247892792	1005.0875577986963	1325.394485419954	00810-17	7.69173195452983
1340.9540877149689	1007.4135653940332	1332.4964621791269	00810-18	7.902240784725203
1340.0108027011186	1008.0176068630625	1340.3189142694955	00810-19	7.734957208389924
1340.4031778685994	1006.8963793276756	1347.962110823128	00810-20	7.875531093288371
1342.1186171183338	1004.3347512314932	1355.2091322580811	00810-21	7.741095804192825
1344.9302980153407	1000.5701163491583	1361.36108633673	00810-22	7.992208812111611
1348.1479881516875	995.1265523087535	1366.2487731537083	00810-23	7.813431767013835
1352.0799869907164	989.0716207962569	1369.2365658986341	00810-24	7.606561108569112
