x	y	z	feature_id	adjacent_bolt_dist
1468.40595064419	809.1388604695218	1309.8333330024786	00657-13	7.82355326726573
1464.2831570297062	815.640771045905	1311.2246336151545	00657-14	7.667372996040517
1460.3133745691098	821.5460217607601	1314.0807585897758	00657-15	7.6280344695897195
1456.9684252050702	826.4977241237754	1318.821946977656	00657-16	7.619603898421258
1454.5254241313964	830.5131496983691	1324.8191518914273	00657-17	8.0078415952291
1453.4961682309213	833.862213128259	1332.019841681176	00657-18	7.660479508666602
1452.8899369410103	834.6491950580009	1339.6156358706005	00657-19	8.089873956275722
1452.617243681056	833.1250501839882	1347.5559558526556	00657-20	7.768392643772081
1454.3062351679391	830.7137060594505	1354.7448814704449	00657-21	7.542283015365948
1457.5248718622927	827.2148480159382	1360.6001699607746	00657-22	7.8054132953500215
1460.7776148831936	821.8254760670842	1365.2152332916633	00657-23	7.868410670046443
1464.0509637969906	815.4225421893008	1368.4089006377997	00657-24	7.77777187147984
1432.157183007149	866.7832067812018	1236.007788116419	00706-01	7.930367023349953
