045	899.2410434884615	565.6488050566144	1532.6011343204905
046	979.4436835580113	464.8079185640841	1537.2266947616874
047	1048.060764172976	347.7419512350119	1527.1269151312945
048	1079.532271424257	280.3899511722423	1532.5351194639486
086	759.8481634727956	424.8928922172467	1491.293541666712
087	819.5434376227407	265.7153268683527	1484.6140407821745
236	853.4766313041636	408.81148254182125	1625.7660678235113
237	853.6202608782971	394.91428502583875	1495.322644080497
238	855.6037764026836	367.3866974286808	1361.5118398974657
239	831.1929697988708	374.9818581314143	1237.1274765483793
240	826.2850152220109	385.671550781926	1070.4270688900322
