x	y	z	feature_id
1540.4531532687313	653.9311995132067	1339.7260991819257	00555-07
1471.7285712968096	802.2233912779132	1311.3814065514168	00657-12
1356.5506633303892	983.9885704651996	1236.4127798517127	00808-01
1513.792630383879	716.8516143793995	1198.1405763051307	00604-08
1540.098357047622	654.949567081825	1331.6696839961603	00555-08
1454.7350269012907	830.8581080453916	1221.6261621037106	00655-21
1490.4819049757018	770.8449364825553	1339.263168644869	00606-19
1416.238801889564	891.3776496227216	1331.7130122760593	00708-18
1539.4297711513427	656.9916498381846	1221.3387731551413	00553-05
1390.3345383792084	932.6542307422509	1235.5614872111778	00757-24
1483.204511894696	784.3899821171481	1281.2829331732673	00656-06
1481.7391026670614	787.087535442716	1354.9090745144624	00657-05
1520.738057514592	699.6832253384289	1294.3224174712702	00554-22
1398.5051238190067	920.3284577271066	1244.2176755184212	00758-12
1589.5446304600212	533.8912383516442	1318.570116952202	00453-10
1526.6108749226357	687.7509988421767	1235.2986853275283	00553-24
1378.6246016603961	950.6902963417724	1265.3306600999715	00758-18
1416.399245676976	891.2243330500197	1197.9029760530452	00706-18
1532.0013504138167	673.9265865933788	1310.8879487218856	00555-12
1505.1171695730716	736.2005685755302	1367.9279843123295	00606-02
1591.559731677891	529.4924228656422	1192.8295546068555	00451-09
1546.8596373340001	639.6673147050947	1287.5207761152171	00503-21
1592.3349231519896	526.8771919746137	1280.8557699808357	00452-06
1498.7226987004203	749.8059298243703	1177.5753560504618	00604-14
1529.4851347487331	681.0582995621681	1309.666264700866	00555-13
1481.3641949760124	786.532310498564	1222.0441149184394	00655-05
1545.5667986147598	687.523993199947	1339.721090439806	00555-00
1347.9532979854766	996.2664962285982	1247.5350740095498	00809-15
1552.6094681399586	623.4296779417247	1367.348765494743	00504-24
1340.271340899123	1007.70672737326	1281.027009272142	00809-20
1582.9586022936273	553.6852444004392	1237.1948550821548	00451-01
1361.1845408812233	977.7621528880868	1235.1533370038935	00808-02
1492.9473763182557	761.6889835043519	1185.0853727028782	00604-16
1402.743694015162	914.2419969527452	1298.628681446359	00758-03
1537.801905429495	661.5713730186529	1294.0274973291637	00554-04
1398.7685043219822	920.0021778973723	1311.193891105653	00759-12
1398.8037346431156	919.6490406633836	1235.2131980662316	00757-02
1446.973600058152	845.9567007365802	1354.1237569205039	00708-05
1550.8799784103944	629.4108086259027	1231.6923498231208	00502-23
1456.6185057815587	826.5665888460439	1185.4640305633689	00655-16
1448.0019923823954	843.1712968079597	1347.0111573016497	00708-06
1416.7806000019364	891.1137176529398	1265.1701010563152	00707-18
1383.0870864454023	944.2722127158833	1360.7456845058155	00759-22
1472.451704057287	802.5708521355357	1302.539768655994	00656-02
1566.3325522874097	589.6492290904149	1346.5178680887318	00504-06
1365.298574722277	971.9943800222723	1180.272351137392	00808-11
1446.1074592544471	845.5178398004432	1190.7026729513877	00706-09
1513.4534168640819	717.1937114501944	1331.4318433781893	00606-08
1356.4586590943754	983.8032504062865	1243.6863739412445	00809-13
1475.7525991618002	796.0265996276962	1365.5677885803202	00657-03
1408.3786228884862	935.2586281608109	1340.0817584216177	00759-00
1453.069950145203	833.1127592938366	1265.5230778747991	00656-18
1493.5227399289674	762.0951205368735	1251.9079072093841	00605-16
1445.4094057595698	845.0009374359265	1287.504879624644	00707-05
1344.9302980153407	1000.5701163491583	1361.36108633673	00810-22
1416.1916321491863	892.4245388456748	1339.315575578909	00708-19
1342.0937608605427	1005.1497920226268	1258.5223261726887	00809-17
1562.355019128358	602.6082036811712	1297.9994367605061	00503-03
1508.5921767739221	729.6608502867086	1246.9493785490743	00605-11
1505.2095361586187	735.900272267802	1177.3698666774046	00604-12
1368.4682398136727	966.6072167180066	1294.060540226145	00809-04
1490.142967155084	769.5793489421745	1331.6716637244629	00606-18
1372.0812323807716	959.8474810818385	1265.2900198243844	00809-08
1526.5101688405025	687.9561147888085	1301.9409682898008	00554-24
1390.7444883110156	933.6654712156496	1244.2870525017554	00758-14
1597.423028162253	559.740173708962	1339.7631926454537	00453-00
1468.3605166950001	808.8791254340355	1236.9155612533273	00655-01
1481.9942325956288	783.5230792263532	1199.2823947125823	00655-08
1390.6933574680884	933.1396814104874	1311.1839256351075	00759-14
1539.024858894518	657.5580044402302	1324.6735759094306	00555-09
1570.1489820574964	580.8706467523799	1338.7970094668526	00453-19
1565.2735092113787	597.1303241787352	1293.550963068698	00503-04
1546.2457491699006	642.4115452051693	1213.6719455406355	00502-20
1483.0690861849064	784.3041959301814	1214.7357001989792	00655-06
1548.088622269292	635.5711509567086	1359.9657201247646	00504-22
1394.8721456378858	927.5233813374596	1176.39340808183	00757-13
1545.563176461263	642.5512063211652	1280.2857944095722	00503-20
1340.4031778685994	1006.8963793276756	1347.962110823128	00810-20
1452.8899369410103	834.6491950580009	1339.6156358706005	00657-19
1386.536116400714	939.4947850602048	1180.3494134699165	00757-15
1341.7737762375357	1005.0537528259208	1288.4716578823743	00809-21
1584.3238577932416	546.2464268540886	1367.7731302472898	00453-02
1546.758209380007	639.196386393107	1191.2613021752122	00502-17
1364.5876945433304	971.5626756635224	1232.0857784240295	00808-03
1570.444623694936	579.7152915075567	1346.7444002211387	00453-20
1372.9642322422278	960.3184674765772	1213.7481259897004	00808-06
1440.0122513181564	854.0734297054954	1231.5996753203297	00706-03
1518.558550536778	703.9283281209392	1258.7149342894315	00554-17
1572.570576399354	577.0210982303133	1221.8426753759788	00451-21
1517.8208067458993	708.5352414596236	1339.3577055961107	00555-19
1371.6183540356724	962.4468158008339	1354.7251085786438	00810-05
1344.8438066239721	1001.629296161484	1227.592351919263	00808-22
1447.4915632064276	842.7380890185814	1197.8498993583016	00706-08
1463.94144726593	814.8953144065014	1244.839430892207	00656-14
1372.6901259420076	959.888003894257	1347.6624171004705	00810-06
1394.3732926789298	926.5639145222344	1243.218622615701	00758-13
1439.73879627787	853.9707587522204	1298.4910169250318	00707-03
1572.996028732482	576.9189042985005	1192.296333437242	00451-17
1517.8471202489945	707.4050415824039	1347.265671917118	00555-20
1386.1997993580687	939.095003808941	1298.7365735830906	00758-23
1495.967721294092	756.5735334359512	1298.777278016239	00605-23
1436.6561708251322	860.635816160499	1244.1815568925008	00707-12
1360.8991690352627	976.9803253287457	1311.6264288601903	00810-12
1498.8955870444634	750.2970749659087	1234.8983421244689	00604-24
1464.2701426443164	815.7026037915703	1302.197420550168	00656-24
1448.0894471751483	841.7137996048514	1272.8056476158351	00707-07
1529.7027220565014	680.8952714221268	1236.6292184480808	00553-01
1538.0688367118237	661.6357506635334	1227.3973630982064	00553-04
1489.2042178794215	768.5724178968989	1198.3136018165994	00604-18
1342.7746247892792	1005.0875577986963	1325.394485419954	00810-17
1539.6541686251635	656.8152057986753	1191.4832764503158	00553-09
1517.878912953844	708.1825605166553	1273.192610628422	00554-19
1511.0607785140053	724.2881927281304	1359.975718973566	00606-04
1592.3557692879926	525.6172651511547	1273.3370719503146	00452-07
1436.4737552134718	860.2401611396493	1234.8050914608993	00706-02
1464.0509637969906	815.4225421893008	1368.4089006377997	00657-24
1415.4147446524871	891.9185530327125	1205.57217519965	00706-19
1495.6350326700403	756.6682641274475	1313.8949107681706	00606-15
1539.3176375406133	657.188849125504	1258.3004532831678	00554-09
1386.5821855607749	939.0101799377677	1365.6715388817424	00759-23
1371.2322825901233	962.4689571592834	1324.8988763860505	00810-09
1577.0387651062754	567.1734542443554	1232.562837673501	00451-23
1382.9663203429036	944.5008243573176	1251.950988424423	00758-16
1567.5801378737629	589.1634508183502	1198.403572889081	00502-08
1419.9446285383183	884.5251977799828	1318.6406022091599	00708-16
1460.3133745691098	821.5460217607601	1314.0807585897758	00657-15
1573.815406582395	572.3515099886931	1293.8792112946285	00452-22
1408.7784887989164	905.4122485026812	1287.6371110050702	00758-05
1416.8373238369868	887.8210066670622	1324.4495023199136	00708-17
1517.6507498735077	707.8081504844552	1206.527990903588	00553-19
1490.4176668857745	765.5480586984158	1190.9829066777297	00604-17
1481.5713102096547	786.5681566914146	1258.90421535369	00656-09
1380.6082699239425	948.2455420055657	1354.804786793496	00759-21
1533.2691349775544	674.1128928196205	1301.5647377113971	00554-02
1575.8250276552621	566.5905017047977	1298.9504444214076	00452-23
1573.6363419009936	572.8602502460938	1360.062074244569	00453-22
1408.3388236689184	904.594313010208	1221.049833482184	00757-05
1553.0228262476185	622.8901530911328	1301.328343278471	00503-24
1582.09689954835	553.3524009434598	1303.0112988925894	00452-01
1562.7111973729036	602.121708583244	1180.2985932807333	00502-11
1436.593784246884	860.7252607693276	1368.0905880877108	00708-02
1553.121601550538	623.5575945292908	1310.87474738016	00504-14
1587.4556827412584	539.4815527573697	1181.576494131399	00451-11
1493.338832725268	761.9561660773878	1227.1778804018807	00604-22
1532.82693638848	673.9601163091878	1244.5797315757259	00554-12
1558.5813589670136	608.7072382687277	1244.1972077782498	00503-12
1517.7453532806492	706.7108173623816	1198.718113132954	00553-18
1418.055693284864	888.4327821040285	1287.6583543964964	00707-21
1383.3138031113967	944.6470773372721	1185.0311244761497	00757-16
1538.8187174187851	656.8607120867689	1287.9289965309033	00554-05
1468.3180562193963	809.0627733433039	1369.764997156827	00657-01
1563.3828153978527	596.2243479008274	1251.6560758271557	00503-10
1448.8825221073996	842.6731792456138	1339.204030190446	00708-07
1463.5312831519657	815.122019736382	1178.0119214582423	00655-14
1517.1950435406018	749.4737677868391	1206.4423546746204	00604-00
1565.8390682739719	588.8028933448628	1338.668072578316	00504-07
1371.279465296396	962.5789120357156	1191.1828793056543	00808-09
1410.3421461211253	902.9557371552795	1331.9933864380075	00759-08
1571.6207420550384	579.6722482547308	1280.8821768439786	00452-20
1587.7256731360474	539.7119410008322	1313.7611599875459	00453-11
1410.314052154391	901.3983262528486	1205.7779081565282	00757-07
1505.2289179429745	735.720037136033	1244.3578953628987	00605-12
1344.1278981742998	1000.8597241694933	1185.1545636592105	00808-16
1456.5202773450158	825.924830786737	1252.5580913185852	00656-16
1420.7962171908175	884.9410253095211	1360.32144358776	00708-22
1420.7237990478052	884.4809198054315	1293.811903101466	00707-22
1406.3698983218017	909.3151305637136	1293.7946222776368	00758-04
1368.8063884468345	966.0014268258361	1360.9995701330824	00810-04
1491.8475281761855	766.6226124907963	1287.6259156320111	00605-21
1535.3498696244465	666.9979192457776	1298.6238577523782	00554-03
1436.246126524225	860.2405413412848	1301.5464308111043	00707-02
1390.726267872434	933.1748643583137	1368.5711158823128	00759-24
1409.790061343981	902.4181212490997	1198.225470143985	00757-08
1505.6120313177357	736.1381713544661	1301.3081740525674	00605-02
1482.8790578565745	783.8803122035588	1266.1734164512793	00656-08
1361.0738552209677	977.3483987371814	1302.3289620488567	00809-02
1410.0026488965154	936.4367891437937	1206.0028916087679	00757-00
1415.8848181672283	891.0275378245935	1213.527512149137	00706-20
1439.8650571298965	854.0407391921416	1246.9788279236568	00707-11
1536.8499031579602	661.6447644356798	1360.487944192389	00555-04
1518.7850100030994	704.0122575942432	1288.1805513046975	00554-21
1347.7169351571222	995.5083063771118	1180.4421449078989	00808-15
1476.6042544893762	796.5767230595377	1299.3638477846348	00656-03
1591.981005981552	526.9030357481607	1215.1684290137302	00451-06
1523.8037220825913	694.3096406939435	1232.314977146606	00553-23
1402.5117640007852	913.7085972678651	1231.6876526753254	00757-03
1544.665385678942	643.5002486636201	1272.677830901171	00503-19
1340.3939009714038	1007.6971738736635	1265.602456043677	00809-18
1432.5846964038817	867.3841569247336	1175.848405819953	00706-13
1416.8855853661958	891.3940641919629	1280.4470313546694	00707-20
1510.2895383146358	723.7968457192433	1227.0875561496423	00604-04
1584.9650642435186	546.1240405079861	1244.9041265499413	00452-12
1446.2187603581951	845.7112381639023	1324.3154685495633	00708-09
1454.554108435837	830.9244084914117	1288.2030522742507	00656-21
1479.0465721555036	790.9991574029153	1360.9717267470328	00657-04
1528.677679746558	680.8219200692606	1369.2945980548357	00555-01
