x	y	z	feature_id
1390.7237719210948	933.8807002140136	1177.5556743882512	00757-14
1590.0919902530343	533.9274885784199	1228.3610855202844	00451-04
1402.234456496231	914.1239223796458	1247.1977079259143	00758-11
1446.2003946820732	876.4617893492507	1339.1790553328601	00708-00
1590.5402941594598	529.4915274197995	1354.2556670739596	00453-05
1496.3630497272134	757.1241306574237	1364.8834119836908	00606-23
1353.0557381157298	990.4315348605039	1311.17712149016	00810-14
1472.2946982090405	802.3304290445831	1368.5179276789859	00657-02
1421.2940358848184	885.1221479831248	1184.58102268419	00706-16
1560.7014740499576	602.2516277230434	1364.2091198609924	00504-03
1499.529983669902	750.6424799634477	1310.930028768266	00606-14
1489.7569804632597	768.7435795463533	1213.8020779395233	00604-20
1496.2365119402525	756.6980731287504	1247.1384817260698	00605-15
1573.1674506410418	623.2338410818601	1206.4952763399124	00502-00
1565.461760233164	592.4183826643307	1353.8033778096953	00504-05
1597.9204399303999	559.6336550792796	1273.2746669417577	00452-00
1382.8543064050311	944.2459751773877	1294.1844998832335	00758-22
1517.836662347537	749.5380837807226	1273.0055245830572	00605-00
1514.3067516115766	717.2308790304628	1265.0371730151421	00605-08
1501.973472297616	742.9539603175294	1176.3072096459898	00604-13
1467.238304725505	808.3050313934566	1176.9412731816415	00655-13
1592.2158169106726	526.118792205596	1207.237141679088	00451-07
1460.7361401906442	821.9177174062941	1298.856863139368	00656-23
1408.2878920030573	905.0180316364606	1258.0326870997571	00758-09
1565.0079182249565	596.4571042400647	1185.1001929719778	00502-10
1369.6030057283836	992.7678902204386	1206.3509458804492	00808-00
1427.667765133427	873.6960945029931	1310.8102579906206	00708-14
1518.861333523081	704.0442913697283	1191.6934703589966	00553-17
1340.0450589406935	1007.3215872056013	1214.2590036475747	00808-20
1545.1307041101786	687.059715265335	1206.2879971352766	00553-00
1571.7766085530188	576.9940278414404	1354.0902409757762	00453-21
1475.1773144002907	795.8439162488565	1314.456183308248	00657-11
1491.2587829934666	766.0944721779608	1258.068751152312	00605-17
1443.706351898533	849.517679344565	1184.6708676350593	00706-10
1580.054529269002	560.3744306978432	1178.4977293904672	00451-14
1572.1538673638397	576.1753082615818	1258.3053203037034	00452-17
1513.9779512928114	715.8315190227812	1206.0314589116126	00604-07
1489.8641242055628	770.1231794161434	1272.887871733294	00605-19
1514.5057191659612	716.6301221056146	1339.192286860539	00606-07
1478.6794214884328	790.7494666228587	1319.069640970864	00657-10
1553.4630281167629	622.7588384558853	1235.0366210129068	00502-24
1373.2436043243379	959.320538648021	1206.435450924305	00808-07
1539.7236714772703	654.0952743872353	1265.3170084024443	00554-08
1555.7354569847855	615.8257597120612	1243.1004959794093	00503-13
1452.6433745215984	834.2943826319827	1206.3459644035372	00655-19
1591.355913812833	529.69340377845	1324.6177545586984	00453-09
1522.7472708510472	694.4118415089948	1313.9047041125853	00555-15
1513.6918336586723	717.0379758753841	1213.8262112510354	00604-06
1377.9993967695523	951.4957659498589	1206.5760648825374	00757-19
1423.5592756508759	878.9498599639437	1231.5908514995597	00706-23
1537.9468845829365	661.3800650352005	1185.4874672511792	00553-10
1582.6411334725613	553.2798887955273	1177.7140464727358	00451-13
1584.2582159818794	546.0925173936224	1302.0528232423076	00452-02
1474.9803415619356	795.1725749325249	1181.0170284880173	00655-11
1340.9540877149689	1007.4135653940332	1332.4964621791269	00810-18
1379.202353371208	950.8010188532062	1347.65049444452	00759-20
1405.936950723441	909.1529670850775	1184.900335892655	00757-10
1454.3062351679391	830.7137060594505	1354.7448814704449	00657-21
1339.4098343156008	1008.4151550341278	1273.2463822836348	00809-19
1378.9442381695212	951.6251297542901	1339.9689972962512	00759-19
1490.494090027133	769.3039701993158	1280.5357447538076	00605-20
1342.0989290605335	1005.4042206122875	1221.396960651182	00808-21
1436.4831241841937	861.0342145140758	1176.9774553743334	00706-12
1559.2908263507113	608.9470722678434	1301.2854562982914	00503-02
1566.5951733057427	589.2854949546595	1264.7904693112068	00503-08
1460.7776148831936	821.8254760670842	1365.2152332916633	00657-23
1402.790588026384	914.0218422756789	1365.5323328715488	00759-03
1534.6622102337153	667.3580758643968	1313.8498046605848	00555-11
1386.8081632378644	938.9695103792972	1314.090699705593	00759-15
1524.9894902271708	687.494466099121	1368.1834575062169	00555-24
1547.752749258683	635.1421278741207	1251.725163753848	00503-16
1540.3937569274503	654.3698485426381	1280.5858628620183	00554-06
1535.3380174368247	667.1282932673283	1232.139780448775	00553-03
1523.6583571581607	694.1424581275791	1180.7884011207002	00553-15
1579.5351333298806	560.4684361186049	1301.7621732367131	00452-24
1588.9764333358323	534.0054112732481	1360.1630257659936	00453-04
1406.0168364555425	908.9526676228743	1360.620520189545	00759-04
1568.0279078854778	589.0024560762502	1272.6465552089705	00503-07
1513.1295702756693	720.0439592561972	1220.6620936328786	00604-05
1518.5931427197825	704.489902163014	1354.2978103625749	00555-21
1423.1954850141294	879.0731016238146	1313.8218947564378	00708-15
1417.5163601738866	888.3160576376123	1220.6670722634058	00706-21
1452.989825687649	833.5758518976775	1214.41329230746	00655-20
1453.4961682309213	833.862213128259	1332.019841681176	00657-18
1517.6302322727936	706.7358168856553	1265.6611758928118	00554-18
1576.703939614734	566.9815833694453	1247.7682208802419	00452-15
1383.1959173186074	944.1113583002967	1227.551536788243	00757-22
1416.1846585955961	892.101799604342	1272.734326324847	00707-19
1399.112511586511	920.1735341091511	1368.4204018267912	00759-02
1548.6991775210608	634.8746621864188	1185.0822692080044	00502-16
1351.563828159606	990.2173290411963	1177.550131459287	00808-14
1405.967976633777	908.8570743543235	1226.9192349622513	00757-04
1539.0491776408485	654.4021970858412	1347.2450166510346	00555-06
1372.6715087326527	959.9796824953885	1331.965112725328	00810-08
1502.128806466383	743.1130000379836	1302.802414961575	00605-01
1347.7970514010096	995.9270688667145	1299.487864920523	00809-23
1567.5162299141175	589.2152796465874	1213.9043563308692	00502-06
1545.8492820510737	639.6788672435764	1353.8305348887122	00504-21
1531.74992580968	673.8472129505909	1368.1086005233722	00555-02
1562.9961877437854	596.5849332172934	1359.622063096523	00504-04
1447.769565702815	842.6337251934779	1264.9645817544113	00707-08
1554.3378413273213	623.2114164613341	1177.4502569278272	00502-14
1459.8779572367557	820.7314115755715	1247.824259508863	00656-15
1493.4911927611981	762.5623685620519	1360.1929960039272	00606-22
1443.8553517361656	849.5972249713323	1360.396030611718	00708-04
1566.056627306044	591.813194088662	1220.9714291106745	00502-05
1518.0946737903346	707.0786450230736	1214.2864497550183	00553-20
1342.1186171183338	1004.3347512314932	1355.2091322580811	00810-21
1459.9078499608356	821.1120704341604	1180.7136207066335	00655-15
1372.9986529274413	958.8716121619816	1339.8647448530664	00810-07
1443.5435197568277	849.2833846777623	1251.6449300390714	00707-10
1566.5266288813145	592.0435054707801	1191.4124503193282	00502-09
1589.9522900313427	534.0033131260329	1252.2973821642415	00452-10
1517.843153464692	750.0305930698383	1339.3823519383498	00606-00
1394.9794671260288	926.3089214794745	1236.4327810687678	00757-01
1549.1151963876653	629.1255030267635	1247.039340370047	00503-15
1491.147480112367	766.0689629599386	1221.13877889339	00604-21
1587.3527777399418	539.5155265094397	1247.67119496612	00452-11
1477.7910432293543	789.852517682147	1185.854410664985	00655-10
1551.5615417116476	629.5777215550328	1180.4449516230386	00502-15
1368.3711138151643	966.4878545526105	1185.0483161223265	00808-10
1440.0991535717067	854.6538122148243	1313.7289959963323	00708-11
1507.9220343537495	729.3347060519602	1231.8569688016946	00604-03
1521.9919878311941	693.9732563242145	1364.8890446969403	00555-23
1436.068932919084	860.6060519590352	1310.8533466213287	00708-12
1443.2813432991995	849.1079901231013	1226.925678437994	00706-04
1505.2045592542318	736.2421927071437	1234.998386487225	00604-02
1440.6308245989642	854.8460905957073	1364.9079286210879	00708-03
1340.0108027011186	1008.0176068630625	1340.3189142694955	00810-19
1386.4848639389897	939.4028672059148	1247.3580859583167	00758-15
1556.516101248402	615.7940554791021	1236.209816241529	00502-01
1352.4827129440275	990.535921235704	1244.522437346757	00809-14
1380.0969071678996	947.6575701005661	1221.6449919498855	00757-21
1560.147961974583	608.8445420550347	1177.4869075044892	00502-12
1483.9832697129737	783.5715705102598	1273.765855017093	00656-07
1579.233824553151	560.7400743180953	1367.7467425327097	00453-24
1530.398476409891	681.2550805612666	1302.8729625211427	00554-01
1405.9779514288614	908.7315141011195	1318.8498257982196	00759-10
1591.6387571943687	529.5716006397635	1222.2225893482741	00451-05
1356.2956099939852	984.1256559425001	1176.2359201307959	00808-13
1364.9872145446534	971.6089257615604	1298.9628379021874	00809-03
