feature_id	image_id	x	y
00503-14	046	3025.8387384641414	2874.5045889187113
00554-11	046	2805.7135315656506	2853.7270444271776
00503-18	046	2930.3995733600514	2782.9369208275434
00706-01	046	1811.8385364411733	2874.1698310104716
00605-09	046	2547.553020528727	2803.2178469237297
00453-16	046	3291.2051089689053	2546.610714313776
00759-01	046	1483.0227128631084	2316.826919882859
00504-23	046	3001.515291136776	2341.1308415936714
00810-23	046	1140.2421918956304	2328.808106771879
00502-22	046	2963.5818775972866	2942.8480160580098
00809-11	046	1292.8029294107232	2811.622001090095
00555-10	046	2837.78902055643	2546.9061007310283
00606-03	046	2494.912329284829	2339.569170261048
00656-05	046	2214.960855460791	2663.0738164282548
00605-18	046	2303.5658623233094	2765.0116655120405
00809-10	046	1316.76637801636	2793.883086577906
00504-12	046	3101.7579493007524	2582.7732352437606
00707-14	046	1777.131019292878	2842.134911328169
00554-14	046	2703.1312306976615	2861.404382556256
00655-00	046	2112.9511032336914	2960.9100862299156
00809-22	046	1134.156247675612	2619.244985588861
00655-03	046	2171.4274421191863	2892.0010442754383
00452-04	046	3489.0523323143707	2656.730571403705
00759-09	046	1601.471224214308	2508.211595184245
00708-08	046	1919.6180056456892	2482.6640931034317
00759-16	046	1407.4235976564669	2529.071800405389
00606-10	046	2524.0337080363565	2544.832167783351
00605-05	046	2546.618058676401	2674.8678110110595
00657-09	046	2211.131820021914	2509.6000518576943
00452-14	046	3344.7447653597283	2874.301213531842
00656-19	046	1971.7695564062694	2728.4716590555636
00452-18	046	3249.1544883123215	2783.7644514273525
00504-01	046	3071.0235762199973	2321.416672114815
00655-22	046	2015.5170018480378	2909.936511270566
00504-16	046	2969.079312835788	2548.891035117016
00759-17	046	1386.3705223650882	2502.497513992825
00504-19	046	2929.756536559524	2455.4253833469384
00605-07	046	2564.3368396974192	2739.094213154
00504-09	046	3188.109103686539	2522.728874598188
00759-07	046	1615.188237955906	2444.956898490642
00605-14	046	2397.303860129105	2852.2564970238955
00504-02	046	3107.9392547547777	2326.7494888366073
00503-00	046	3052.7588002154794	2718.1079760955877
00809-06	046	1338.3944070272792	2681.9877963437166
00503-11	046	3131.4553018794554	2863.5817993375613
00655-02	046	2139.88287622575	2880.1044454513067
00759-13	046	1497.105008596542	2566.9310082242005
00707-15	046	1745.5500659268605	2829.5126398000857
00504-17	046	2948.845894152805	2523.027894494366
00503-09	046	3183.979703256491	2817.9073411409754
00706-24	046	1779.4650705966126	2878.527587057179
00657-06	046	2222.5904855241083	2411.9933545009017
00657-00	046	2098.4583404334976	2424.49300238183
00504-10	046	3166.244450662891	2550.7254879905404
00655-04	046	2199.4195947519597	2910.887226020148
00606-13	046	2429.4082008883215	2579.012157515417
00503-05	046	3186.4130869460814	2684.65286301629
00554-07	046	2876.0188078930923	2746.2023382676216
00706-05	046	1924.970940208682	2935.786095942573
00605-24	046	2396.2382544403754	2612.8499650590393
00606-06	046	2558.779227794506	2419.5142605595033
00606-05	046	2545.0858803790534	2386.811131308881
00758-10	046	1598.8590244173502	2804.9975318697093
00757-06	046	1640.629033585742	2955.540632353518
00809-00	046	1247.3978661082804	2680.8693200917714
00656-12	046	2140.5938639714004	2844.0356002954277
00758-24	046	1466.0548226204344	2600.5066743178368
00657-14	046	2063.5568506927384	2569.3769239472094
00453-23	046	3324.340804717208	2335.412538029684
00708-24	046	1752.1065861064997	2326.65391998464
00758-06	046	1623.6835009677823	2690.6867463571275
00502-21	046	2940.44129889788	2967.6250065796758
00810-01	046	1198.784993351855	2312.880335515924
00554-20	046	2609.2564043256157	2705.1071405052353
00605-13	046	2431.7516900062196	2858.163163650972
00503-01	046	3068.6041723078724	2619.33528055413
00554-10	046	2833.779221026067	2834.2836655880756
00810-00	046	1229.041319559658	2418.9977072373645
00810-15	046	1154.1452747470425	2540.4742936244393
00657-08	046	2223.914038095012	2478.506606746466
00553-22	046	2642.1431826188687	2929.5197424101025
00757-20	046	1403.8039949764002	2943.434987545048
00656-00	046	2105.148340501281	2700.1711018533824
00706-00	046	1825.6854166020132	2959.6227805876756
00452-13	046	3380.671010060343	2880.181452057657
00707-06	046	1927.860426901756	2697.7577389236467
00708-10	046	1886.8802399918513	2538.546620019017
00707-16	046	1718.6690242633074	2809.186187858249
00606-11	046	2495.7832114613493	2563.109123875849
00707-04	046	1891.3484698046202	2643.1762128641694
00555-22	046	2643.692813271914	2360.6294950969514
00503-06	046	3199.483751820464	2718.0460997084692
00452-19	046	3244.4254828350117	2749.6339978335664
00606-01	046	2426.518784234191	2319.6525329666883
00605-22	046	2336.898215958875	2644.6775299691917
00707-17	046	1698.0922205525778	2784.7231136581113
00605-06	046	2560.4463799663604	2705.502734401549
00605-04	046	2525.3935880833155	2649.6551720747866
00555-07	046	2878.308341578301	2453.0714613958207
00657-12	046	2131.5980901601347	2569.4619196516596
00808-01	046	1237.1681738551097	2850.4498693583287
00555-08	046	2872.866269205345	2489.0582591382836
00655-21	046	1996.1623864609874	2933.960392314618
00606-19	046	2293.2331189737515	2448.5524301857677
00708-18	046	1666.6113003263658	2481.8470614305506
00757-24	046	1485.2948184761456	2865.0976926118965
00656-06	046	2228.7900509706064	2694.264481118703
00657-05	046	2208.5964192160945	2380.516493910237
00554-22	046	2645.428880912196	2651.052375383807
00758-12	046	1544.1739867250042	2833.3294646780814
00453-10	046	3491.9580064184347	2546.9177835590067
00553-24	046	2702.912971247673	2899.9417167002966
00758-18	046	1388.909575722715	2744.808282752464
00555-12	046	2775.7225537632653	2580.5909155118306
00606-02	046	2461.866872944088	2325.4118939768223
00503-21	046	2947.355470075142	2683.665645256583
