feature_id	image_id	x	y
00655-01	048	521.906868135671	2878.1976990899466
00555-09	048	1201.194317064363	2530.314279532447
00453-19	048	1573.0521020563244	2474.241014180267
00503-04	048	1505.7383980974366	2669.9117822141907
00655-06	048	652.0390774737559	2967.274921145957
00504-22	048	1298.783031387648	2375.7660408585252
00503-20	048	1286.1376715622207	2723.36004129258
00657-19	048	357.4474552708548	2447.321001258266
00453-02	048	1743.4378510720655	2342.629978923576
00453-20	048	1576.981498475178	2438.7568768175506
00554-17	048	1000.5483093464961	2805.076044149895
00451-21	048	1616.4987921997304	2973.9119599112455
00555-19	048	956.6778540376057	2458.802409355369
00707-03	048	270.44624587101634	2624.9203375063653
00555-20	048	958.1851580557707	2424.822590820239
00605-23	048	746.5663866254258	2626.1214026504176
00604-24	048	798.9708556993858	2892.057641522688
00656-24	048	463.78913977995126	2606.8532053652607
00707-07	048	343.975983492601	2731.46636906365
00553-01	048	1118.8205324750836	2898.3767747759985
00553-04	048	1212.4521186793731	2939.184003689201
00554-19	048	979.3623805479123	2742.107287666188
00606-04	048	877.4284381971322	2366.1244351285513
00452-07	048	1859.0636164618109	2762.250084799428
00657-24	048	441.32900402635073	2323.165877105827
00606-15	048	739.871196135811	2562.2903141528845
00554-09	048	1222.3182812614737	2813.8537708980175
00451-23	048	1663.3212155595882	2929.8061454083418
00708-16	048	106.2619042338822	2541.9461772540135
00657-15	048	429.07274684848517	2557.0533172240707
00452-22	048	1624.1910497167246	2672.429234771786
00708-17	048	83.27557034137817	2518.54652496883
00656-09	048	623.4788923712863	2787.6521135841804
00554-02	048	1132.2527094846137	2626.569244449039
00452-23	048	1651.154184155778	2651.1261349831784
00453-22	048	1610.0815502954665	2378.015204362546
00503-24	048	1373.8454865835226	2636.5113944029727
00452-01	048	1718.4883964485534	2632.293010990047
00708-02	048	218.17364546350154	2324.9688048777816
00504-14	048	1369.2515474333507	2594.391665772183
00554-12	048	1149.1639506213291	2866.766161732978
00503-12	048	1455.9087453397565	2880.8312648652372
00554-05	048	1213.4077503537642	2689.981702937076
00657-01	048	473.9378484295189	2316.822352999586
00503-10	048	1513.8881217038374	2851.6856755039835
00708-07	048	321.2797719979669	2448.1878159827606
00604-00	048	868.894077821164	2974.8559172504138
00504-07	048	1530.8336035636128	2475.9574280747297
00452-20	048	1592.2706804643801	2726.79503259256
00453-11	048	1785.5054347952496	2584.8812525044386
00605-12	048	861.2254234508716	2856.8038637457967
00656-16	048	425.7151150848597	2816.9803671448226
00708-22	048	96.41890264150675	2360.515843432734
00605-21	048	706.4339113042461	2670.5692988671117
00554-03	048	1164.2310567781255	2641.5621504977694
00707-02	048	239.44639216651126	2611.746201897422
00605-02	048	840.6957784462916	2618.439794184501
00656-08	048	633.0324935329675	2758.0634487899624
00555-04	048	1170.8539745216806	2371.7466953939884
00554-21	048	990.9771295504434	2681.1329619944563
00656-03	048	562.3537027146858	2617.713802450425
00553-23	048	1057.454135965876	2913.63586641965
00503-19	048	1282.3422235861374	2756.2508743471262
00604-04	048	921.4371243323428	2930.0108706084684
00452-12	048	1763.0309618969238	2880.716187702545
00708-09	048	308.1625102847447	2512.9270894473125
00656-21	048	391.66548584493626	2666.661857471633
00555-01	048	1076.2554437147578	2330.589996830172
00451-04	048	1825.5957431472625	2948.986743156908
00708-00	048	224.98112693394705	2429.400222044346
00453-05	048	1829.3463616570436	2404.609312589505
00606-23	048	724.3514373227947	2340.5970073458684
00657-02	048	507.39425060565054	2322.297872752665
00504-03	048	1459.6267535830025	2359.597411824867
00606-14	048	772.2575531085149	2574.45844792175
00605-15	048	766.0626363127901	2840.4109640997412
00504-05	048	1512.5844946059947	2406.265949462912
00452-00	048	1731.0026940408477	2730.0103487419747
00605-00	048	846.9301422751023	2708.3433364768134
00605-08	048	941.4770532738011	2773.7926129872885
00656-23	048	435.065780953139	2620.6900381767737
00708-14	048	167.68626402594668	2573.4007127874906
00553-00	048	1150.4438680194519	2986.4419037055877
00453-21	048	1589.8789619098761	2405.312757837164
00605-17	048	717.0668016369916	2794.726099468513
00452-17	048	1611.7884484446026	2824.3837189321594
00605-19	048	694.7615348006507	2731.9321523455965
00606-07	048	919.5712941162009	2458.1603929754356
00502-24	048	1392.35523999571	2915.6302822753732
00554-08	048	1232.47808373498	2786.485959087897
00503-13	048	1422.0734263569411	2884.361902702766
00453-09	048	1833.7412005488575	2537.1049816042373
00555-15	048	1027.155633591447	2572.953867838804
00452-02	048	1753.2826598529405	2637.752953600819
00657-21	048	368.27898431706035	2383.0577668399997
00605-20	048	696.476044961662	2699.8834537453868
00503-02	048	1443.2965547334964	2637.231786218001
00503-08	048	1545.7680697273886	2796.443825016412
00657-23	048	412.8794487560615	2336.520497192683
00555-11	048	1156.574870942398	2576.5750149410574
00555-24	048	1042.1220834473424	2335.8135833369533
00503-16	048	1327.1240317979793	2845.9389685467304
00554-06	048	1228.8871594114817	2720.769259560084
00553-03	048	1184.0683562626757	2919.6306429151728
00452-24	048	1683.8948049100595	2637.1270931737927
00453-04	048	1806.1467484969398	2377.474105874391
00503-07	048	1548.6188304255897	2760.9380862570574
00555-21	048	968.2388111797371	2394.7650389549112
00708-15	048	134.8691473619042	2562.3825651932793
00657-18	048	364.36765399091155	2479.7659356132544
00554-18	048	985.9993441965979	2775.189204214975
00452-15	048	1660.6157782182652	2867.6129155159633
00555-06	048	1206.805924498603	2432.5728773636274
00605-01	048	806.9763765546716	2611.3572556912627
00504-21	048	1278.646226203262	2403.64857588978
00555-02	048	1110.3169180012376	2336.427072139928
00504-04	048	1488.7493850017609	2380.673196221944
00707-08	048	343.1221898031913	2763.9339850363544
00656-15	048	454.1279375118006	2836.008980267148
00606-22	048	699.5802264579352	2360.8445630793676
00708-04	048	277.2441438183871	2357.7068036605797
00502-05	048	1544.1124197993101	2977.0642345164556
00553-20	048	1004.2360226540271	2984.289858499059
00452-10	048	1821.9389346678245	2849.772465305361
00606-00	048	823.7471834654598	2432.3099865091413
00503-15	048	1354.269917884289	2868.261528326211
00452-11	048	1794.6009986077515	2869.8078590270106
00708-11	048	264.86169950300405	2559.116550445039
00604-03	048	894.581814014389	2909.360713454039
00555-23	048	1011.4934121196146	2350.122188543768
00708-12	048	234.6705440541832	2572.0791382006864
00604-02	048	862.9514109679048	2894.548838612098
00708-03	048	249.8888738873311	2338.246090639854
00502-01	048	1425.877316534194	2911.4016506986404
00656-07	048	634.8264409801711	2725.2417321731596
00453-24	048	1671.6200564533099	2342.11827103187
00554-01	048	1098.562675473989	2619.6573649767233
00451-05	048	1847.28691383621	2974.5913812404424
00606-12	086	2287.8445338329398	1869.5949041698937
00708-20	086	1686.139185117655	1767.4066283557513
00706-14	086	1778.3003418382104	2312.395588100006
00809-12	086	1361.8652580661046	2113.4102445720096
00808-17	086	1266.0359194097937	2283.0972467747024
00452-05	086	3033.015635332181	1931.7931838359264
00606-20	086	2164.341250692036	1751.7395340235837
00708-23	086	1730.7611115265918	1705.5526299668998
00502-03	086	2772.161377073001	2119.9776646759287
00452-03	086	2997.9528783614114	1896.4119685241262
00656-17	086	1936.4335198482506	2050.2013691803286
00810-24	086	1290.684610084059	1706.2132580049115
00657-07	086	2112.435193281541	1776.1978048707394
00502-02	086	2749.0352461961293	2110.2439638299065
00655-24	086	1997.7637611160465	2120.3463471240366
00553-21	086	2406.0586245429818	2157.5517332251193
00757-18	086	1476.8853718593064	2254.735490927689
00553-16	086	2421.50552944397	2270.637408214166
00605-03	086	2313.5671846968594	1910.6007333180746
00451-10	086	3006.0503932424426	2257.926137520436
00808-04	086	1409.694387027198	2165.99555586018
00758-01	086	1553.5981307655702	1916.9795521526364
00707-09	086	1879.797075191998	2054.21999863013
00657-20	086	1916.5765871805163	1758.1837664469713
00757-11	086	1621.7246378032278	2307.8080139410445
00504-08	086	2819.501159412724	1793.655810782215
00453-12	086	2975.2970797604985	1857.402154374326
00810-10	086	1393.6035663353912	1869.9379694706736
00808-24	086	1315.0107112607843	2143.833887785214
00453-18	086	2857.3317578079677	1792.41096649455
00808-19	086	1249.5496961112826	2236.804238269685
00503-22	086	2656.23984360617	1921.2102256304865
00808-18	086	1254.8329706695213	2260.9854038702597
00758-21	086	1470.2514782352714	1969.3198117480904
00810-11	086	1373.5832500373335	1886.5570264371318
00606-09	086	2347.771963339395	1824.3784515529749
00453-15	086	2902.1467056940196	1848.9319155853111
00656-01	086	2016.4122270460427	1900.4668060493852
00555-03	086	2539.379695466081	1685.028537260561
00554-23	086	2442.979705263245	1907.3422761141028
00758-02	086	1579.5920161896993	1920.3706018136427
00555-16	086	2420.3484539082974	1842.0690787676924
00504-20	086	2630.1460663673624	1745.5332611527347
00451-16	086	2871.7727869959926	2261.400728473048
00604-10	086	2336.7438280526308	2273.4283259422514
00606-24	086	2233.982939757285	1680.7726625860105
00453-17	086	2866.8518995821246	1814.595327276123
00503-23	086	2677.0138994632935	1905.7185279410282
00604-23	086	2217.3589638545227	2127.710902316866
00502-19	086	2624.4297445828765	2204.977828016634
00553-02	086	2516.889928444157	2112.141140860571
00604-01	086	2265.406322184563	2113.035183030868
00708-01	086	1780.7584192397203	1689.4294161641874
00706-22	086	1728.3822603964782	2159.397112087984
00707-00	086	1792.453613885356	1995.9305516769584
00656-11	086	2071.7981729605654	2079.429196199522
00708-21	086	1695.4143583311118	1742.749279979949
00657-17	086	1929.6209957024005	1833.3235729133212
00504-13	086	2724.1849204264627	1865.8872068558126
00554-00	086	2488.624679122834	1978.3822389505065
00707-24	086	1763.7161202787188	1915.5212265277212
00758-08	086	1654.1830452631252	2039.4449932433772
00656-10	086	2092.000039950284	2063.2327902708394
00758-17	086	1474.9153906328402	2065.787400467266
00656-04	086	2087.8461474778837	1925.5411068195124
00759-05	086	1632.2179257289472	1743.874331910059
00809-05	086	1413.1153188049939	1970.466164586108
00656-22	086	1947.5111697452671	1932.74160694086
00758-07	086	1655.5870305917358	2013.4154538549162
00809-24	086	1300.156326212341	1927.7093964452654
00656-20	086	1923.7893855239386	1977.5636830319197
00554-16	086	2422.243806102419	2059.2482609447407
00706-15	086	1754.8492518007465	2304.3335742709783
00604-09	086	2351.766884388824	2254.804444636428
00504-11	086	2772.9377013696203	1853.6482832735544
00555-14	086	2465.055129249508	1867.8091206438417
00503-17	086	2639.2562616744112	2038.4750380472224
00808-23	086	1291.1380282354091	2154.231190473892
00810-03	086	1365.795277012385	1715.320084851022
00707-13	086	1796.5601033302992	2104.5163472727727
00605-10	086	2335.7543132695273	2061.9813692349876
00758-19	086	1459.5815525715154	2017.4716324468036
00707-23	086	1739.8119954385434	1926.1386176704657
00502-04	086	2791.900511751234	2134.7828025958465
00656-13	086	2022.8825618090427	2094.288345995594
00657-22	086	1940.7689726065796	1713.2499817048324
00606-17	086	2176.579667811373	1826.5939191958837
00706-06	086	1894.8384456688816	2195.253074179062
00604-19	086	2170.103157960232	2209.66480427449
00655-18	086	1930.803389440481	2241.2533473009926
00554-13	086	2491.0672366097388	2085.489551551002
00504-18	086	2630.2408162084953	1795.9192572851111
00810-13	086	1326.0726575272367	1899.2545668744324
00555-05	086	2575.9660784988764	1720.1761818301588
00708-13	086	1787.0714084018612	1887.9177606099672
00452-21	086	2865.5944669324563	1935.8946854679343
00453-08	086	3044.700069860801	1786.8538184440317
00555-18	086	2393.906677992838	1799.1728792429649
00453-01	086	2951.5907687937006	1663.4547297731935
00453-03	086	3001.2105113068365	1678.0158670051019
00452-09	086	3030.1138503586135	2028.7269209746344
00504-15	086	2675.8853372959807	1854.838115630859
00655-23	086	1974.0076322945245	2131.2953268031865
00555-17	086	2404.8423380041754	1821.808871722829
00451-00	086	2928.293136973094	2176.454675682971
00810-02	086	1342.090546702102	1705.412941252526
00707-01	086	1789.118234021384	1911.0681647582664
00452-08	086	3039.9342541775322	2005.294425820203
00809-16	086	1266.5731343757252	2090.9400352641974
00657-16	086	1945.9408037251399	1852.6509771952742
00453-14	086	2924.474865436133	1858.0665485296142
00655-09	086	2111.170855634167	2257.0214176647214
00809-09	086	1418.6161733260014	2068.2916353837545
00453-13	086	2949.4003101716685	1861.1405448253365
00655-12	086	2052.3598500850567	2301.0114631666784
00758-20	086	1461.6980982382122	1992.4317228918485
00808-12	086	1377.5356484329454	2322.6487608848693
00604-15	086	2219.3762092343786	2288.8257689330985
00504-00	086	2714.8250301269422	1761.2383908535883
00759-18	086	1454.0847401685028	1823.3623715541928
00453-07	086	3047.4588290201846	1761.9817885378004
00808-05	086	1426.9093637997148	2185.9062203660114
00757-17	086	1488.151292236113	2276.597385199074
00606-21	086	2173.9777907961106	1727.7387674748106
00810-16	086	1255.0867934473529	1872.9973109093241
00452-16	086	2877.8469502663	2051.3108030430076
00809-01	086	1326.185540146308	1923.2228605914993
00604-11	086	2316.539924646147	2288.2664934018194
00759-11	086	1602.388890804464	1879.0196859749276
00757-23	086	1516.792172210364	2147.4267275503626
00809-07	086	1428.6536930107102	2019.6925588153254
00553-08	086	2585.024739294827	2227.6199272584327
00554-15	086	2442.841952165063	2074.231869231206
00706-17	086	1717.4199928673133	2271.877319697549
00757-12	086	1599.2216932109582	2316.7928863418992
00759-06	086	1643.1947359065923	1766.7791564723257
00657-13	086	2016.0448243178282	1879.4886998187174
00758-00	086	1562.9086170408636	2003.1566343678323
00503-14	086	2698.424228749659	2082.347757170753
00554-11	086	2540.641537387326	2073.4284771640255
00503-18	086	2629.581669022007	2015.7384253174237
00706-01	086	1797.459486357051	2127.1245980358344
00605-09	086	2351.92937186452	2042.7440996118203
00453-16	086	2881.6216456404354	1833.7344570045268
00759-01	086	1543.9799392484751	1695.0949722725886
00504-23	086	2676.012530061481	1684.8525307898142
00810-23	086	1267.3114426453021	1716.9651239944915
00809-11	086	1385.5226864423105	2103.647722912713
00451-19	086	2845.404915444268	2197.216878495335
00555-10	086	2560.688710320806	1839.8583037890041
00606-03	086	2310.4852101088754	1690.0628446120686
00656-05	086	2103.48187722151	1945.6307922260717
00605-18	086	2170.5646647067333	2021.7167707854535
00809-10	086	1405.061291503524	2087.802344861902
00504-12	086	2749.214671952899	1862.6301078022334
00707-14	086	1770.6759631949806	2102.8124906463167
00554-14	086	2466.176856442786	2083.072151443371
00502-07	086	2818.7579417851784	2200.279846440233
00655-00	086	2021.2220850528727	2195.7967660177997
00809-22	086	1258.1642389505687	1953.8307503157625
00655-03	086	2071.2776135425156	2127.8432660784924
00452-04	086	3017.5403302864524	1910.7950232933908
00759-09	086	1636.07672756577	1842.1538226700436
00708-08	086	1881.5567485345207	1812.0578949175908
00759-16	086	1481.652727097444	1867.1025990031608
00606-10	086	2332.844966232971	1844.6626520834213
00605-05	086	2350.0153926673443	1944.2124276641302
00655-17	086	1941.1255849620782	2262.7218085081504
00502-18	086	2627.634798981725	2228.540944231164
00657-09	086	2100.7211589193994	1825.99320633469
00452-14	086	2920.0448964885463	2073.7180556320195
00656-19	086	1920.9446895761478	2003.4603160227111
00452-18	086	2854.156110420646	2009.1805434811895
00504-01	086	2725.17965901982	1669.9106304310565
00655-22	086	1953.4538368733672	2147.725718106729
00504-16	086	2654.6854207839842	1839.4061730492267
00759-17	086	1464.8417052747316	1846.8302750411542
00504-19	086	2625.710736004957	1770.447733985756
00605-07	086	2363.484253241509	1993.2589860982648
00504-09	086	2809.458309598399	1816.9127847721722
00759-07	086	1646.5105006488334	1792.3186588653068
00605-14	086	2240.635419853615	2087.378103411029
00504-02	086	2751.3102400290054	1673.709787201514
00503-00	086	2714.1210491162046	1975.3276294562297
00809-06	086	1423.9756660680514	1994.7523003357014
00503-11	086	2772.7706415028265	2070.837601309115
00655-02	086	2047.6826096745583	2119.1294074868847
00759-13	086	1552.9794699705285	1893.4780386807981
00707-15	086	1746.3759129189516	2093.808153274323
00504-17	086	2640.002640771314	1820.3801523783272
00503-09	086	2809.1264376306863	2035.5727766778791
00706-24	086	1772.4038841832248	2132.052542481579
00657-06	086	2109.084911124164	1750.8562478438703
00657-00	086	2009.8938077522303	1771.6145699709461
00808-08	086	1440.5424765254604	2256.6137474780903
00504-10	086	2794.353095638691	1837.9212482688795
00655-04	086	2092.3353214993476	2141.999434513542
00606-13	086	2263.235437875548	1873.4828639605273
00503-05	086	2809.6456568061676	1937.6286459293087
00554-07	086	2590.142899117062	1989.5935112076936
00706-05	086	1884.2937522051946	2172.20252145024
00605-24	086	2238.747735512205	1900.647582511578
00606-06	086	2357.5333701663653	1749.0852077677487
00606-05	086	2347.201896929578	1725.0567035717495
00758-10	086	1631.0265681442052	2081.609583026149
00757-06	086	1663.1414944896433	2202.092452573479
00706-07	086	1898.343887619681	2219.46918508148
00809-00	086	1339.944112710411	2008.0232332670162
00656-12	086	2048.5016995211918	2089.788397134754
00758-24	086	1527.920341868271	1921.8927680888237
00657-14	086	1990.2699527334994	1875.8820555476868
00553-14	086	2464.8510644186294	2292.8403964056124
00453-06	086	3045.754612787496	1736.061638964823
00655-07	086	2122.3575338751416	2206.9627774863984
00453-23	086	2903.0944064816586	1679.451074173648
00708-24	086	1754.5892446506707	1694.4626799180103
00758-06	086	1651.5364680658454	1987.8196638757063
00502-21	086	2638.412029825058	2156.2644410882453
00502-13	086	2718.665171448415	2294.408827501534
00757-09	086	1655.0571221518017	2272.5156107335015
00706-11	086	1851.7776295404915	2300.5857845426667
00553-13	086	2489.9247517299964	2296.7294059580445
00810-01	086	1315.6680199966677	1701.745137233542
00553-07	086	2588.0579263239274	2202.264682676244
00451-18	086	2848.3397343087627	2220.780381072237
00554-20	086	2396.2602333040136	1965.458937636004
00605-13	086	2266.395008108437	2090.4847726349085
00553-12	086	2514.7226332281316	2292.441488156009
00503-01	086	2726.141597882662	1890.3040732023662
00554-10	086	2560.6259107018595	2057.961396686943
00810-00	086	1328.6279893304518	1794.205398146301
00810-15	086	1275.192506073462	1888.6994348652534
00657-08	086	2110.2046494673964	1801.7582290580474
00553-22	086	2422.190285245498	2138.231996579464
00757-20	086	1474.1906216179307	2205.901092179339
00656-00	086	2015.3717056751946	1986.842028423913
00706-00	086	1800.3120648796792	2206.67956188979
00452-13	086	2944.376701005118	2076.641104162798
00707-06	086	1887.3117681117524	1980.9469132063127
00708-10	086	1856.3835991300384	1856.784666699085
00707-16	086	1725.7615757646054	2078.3344467301818
00707-04	086	1859.7683011997083	1938.6989037673166
00555-22	086	2419.246377471199	1703.0374548715781
00503-06	086	2819.123563749881	1961.6135807644796
00452-19	086	2850.6325506583494	1984.4082354287157
00606-01	086	2260.1552904404134	1676.3953167329546
00605-22	086	2194.9227599665983	1926.8233357268477
00553-11	086	2538.5717770413653	2283.7787372105336
00707-17	086	1709.772985691337	2059.604891506378
00605-06	086	2360.3089884517203	1967.6094537460556
00605-04	086	2334.345095154804	1925.1918775429301
00555-07	086	2588.9541305273838	1769.0475010682867
00657-12	086	2041.5338574184311	1873.9641317517699
00808-01	086	1339.2184198995224	2139.480816471542
00604-08	086	2361.3678832825526	2232.008079163088
00555-08	086	2585.352438636315	1795.998088419154
00655-21	086	1938.7866641607936	2167.689604227444
00606-19	086	2161.5018152559082	1777.573834027657
00708-18	086	1687.5446359082694	1818.545023784253
00553-05	086	2575.8992143283626	2156.09152047098
00757-24	086	1540.436962674971	2136.5434591813887
00656-06	086	2113.9602282975593	1969.5237069021705
00657-05	086	2098.5789723253465	1727.1626466042653
00554-22	086	2422.4075038874557	1922.6304316928085
00758-12	086	1587.6644647473008	2107.307534916007
00453-10	086	3019.344530491041	1831.4243563822083
00553-24	086	2466.3575443235686	2112.937567294784
00758-18	086	1464.3713379155377	2043.1302249629725
00706-18	086	1706.922942507042	2250.8405749895996
00555-12	086	2516.2857695142	1866.317529194927
00606-02	086	2286.2778013425077	1679.8755853492137
00503-21	086	2640.5248906558336	1940.9788536802198
00452-06	086	3040.9837421188636	1955.2204405511457
00604-14	086	2243.0886324915577	2297.4708138704673
00555-13	086	2490.8844597601656	1870.4873098934968
00655-05	086	2108.466517740869	2160.1815791736162
00555-00	086	2486.945507302702	1762.0601389382061
00809-15	086	1287.8675098756275	2105.614186724073
00504-24	086	2699.3411961584	1674.4109896282823
00809-20	086	1235.6313708506668	1999.0410417281212
00451-01	086	2943.399693061924	2097.719956190497
00808-02	086	1364.9129745139007	2142.4419893665095
00604-16	086	2199.830919217404	2274.9637378856314
00758-03	086	1603.7140209079002	1930.055501518963
00554-04	086	2561.6523839991924	1920.859345095016
00759-12	086	1578.4470719151668	1889.6463683159102
00757-02	086	1591.5278092780552	2136.0781838039975
00708-05	086	1869.1053527560725	1736.8981283110377
00655-16	086	1957.3122069901149	2281.0174183550157
00708-06	086	1879.6552942480346	1760.5799699924314
00707-18	086	1698.3731036767704	2036.6119983496874
00759-22	086	1474.2687643533607	1728.1461424374352
00656-02	086	2042.3189773025829	1902.5196471514384
00808-11	086	1399.6777767157573	2313.3269151059294
00706-09	086	1886.071006420646	2266.308241172398
00606-08	086	2357.866026215802	1800.713340836012
00809-13	086	1337.9186877146012	2116.4722258253437
00657-03	086	2061.839212079581	1692.9218274632583
00759-00	086	1553.2390760418812	1786.5749719608912
00656-18	086	1925.4331856460483	2027.795149035616
00605-16	086	2196.95242644396	2063.336484210145
00707-05	086	1876.1998887183133	1958.1637965291611
00810-22	086	1247.4972878730327	1733.825829934791
00708-19	086	1683.561487724449	1793.0784539623226
00809-17	086	1250.8612186344517	2071.273841498606
00503-03	086	2774.1760457836995	1903.9821881453367
00605-11	086	2315.4244016681005	2077.4026328689206
00604-12	086	2293.1002701460234	2297.431793412208
00809-04	086	1396.910078244986	1951.4803088551903
00606-18	086	2165.349333601931	1803.1410434360198
00809-08	086	1427.1829510236385	2044.6941819715569
00554-24	086	2465.820350039644	1896.4190948337578
00758-14	086	1537.1135062741932	2107.9818179012236
00453-00	086	2938.796744114913	1754.0630550572782
00655-01	086	2022.5308365601138	2115.8704921034
00655-08	086	2119.4521308013213	2232.281090191389
00759-14	086	1527.1941184018042	1891.0794226574783
00555-09	086	2575.899738524162	1819.470193116222
00453-19	086	2852.852757618327	1767.5258567687135
00503-04	086	2794.0573297667675	1917.8287925792304
00502-20	086	2628.0994353642077	2178.989046952737
00655-06	086	2117.895497644008	2182.565423252729
00504-22	086	2655.6494661107636	1699.9113625099576
00757-13	086	1573.246674707468	2320.1803885281847
00503-20	086	2629.858447571384	1964.9327475177797
00810-20	086	1224.1907515914218	1779.3754269164542
00657-19	086	1913.4025839915435	1784.2749119246303
00757-15	086	1525.1408720610432	2309.85144725707
00809-21	086	1243.8221148559396	1974.7671632764998
00453-02	086	2977.6287128831555	1667.741125504435
00502-17	086	2637.36860281484	2250.137949333543
00808-03	086	1388.268729765034	2152.098141649851
00453-20	086	2857.107595157869	1740.8884263091586
00808-06	086	1437.9229268758686	2208.021500203161
00706-03	086	1847.2741989082324	2139.544980990533
00554-17	086	2406.9055433232625	2039.2581059105576
00555-19	086	2390.058882786278	1773.4607746966342
00810-05	086	1403.648416303194	1750.42953421634
00808-22	086	1272.5024290282695	2169.116805971538
00706-08	086	1895.4606038266006	2243.98044390019
00656-14	086	1997.5119630774009	2092.03450471652
00810-06	086	1413.6876451099388	1773.9153945166272
00758-13	086	1563.1738948275442	2111.3261476519856
00707-03	086	1839.590767451219	1923.4393876043682
00555-20	086	2393.387763548515	1747.1841424015902
00758-23	086	1504.3378104884794	1933.071045368288
00605-23	086	2214.8671169817853	1910.9335635749244
00707-12	086	1821.5843113141557	2099.676905495761
00810-12	086	1351.002387042703	1895.5758277829889
00604-24	086	2240.4163186785463	2117.230739194659
00656-24	086	1990.8530011972039	1905.5536745370969
00707-07	086	1891.7009644386865	2005.1410307724598
00553-01	086	2491.1825687092455	2108.20474152385
00553-04	086	2560.1268143323205	2136.5309958409143
00604-18	086	2173.818949171261	2234.5721306761475
00810-17	086	1238.4519574195597	1853.2601077461861
00553-09	086	2575.232527266744	2250.103276948944
00554-19	086	2392.7154462959616	1991.638882802439
00606-04	086	2331.4811068439953	1705.4755880756982
00452-07	086	3044.454610401809	1980.0248705465237
00706-02	086	1823.4677443415776	2129.910835474596
00657-24	086	1985.4197122004566	1685.8442398789443
00706-19	086	1702.1100659188387	2227.4091629142736
00606-15	086	2213.3559405963856	1861.372437901548
00554-09	086	2576.467465572243	2037.4723909937966
00759-23	086	1494.6825030509247	1710.9380687059297
00810-09	086	1407.826763501636	1849.6428753204261
00758-16	086	1491.76095093599	2085.258079043814
00502-08	086	2814.411068430519	2224.429649015948
00708-16	086	1715.2646782084169	1861.3640564892148
00657-15	086	1966.3160152609191	1867.4704569481728
00452-22	086	2881.3575214705747	1916.0157587257727
00758-05	086	1640.9761909162191	1964.6561604412427
00708-17	086	1699.473305739818	1843.0928812063935
00553-19	086	2393.6981047215895	2205.4053544380777
00604-17	086	2184.735765772567	2257.5001439696866
00656-09	086	2106.4901791255897	2042.44083342138
00759-21	086	1459.583349026743	1748.4675279309326
00554-02	086	2517.018967505232	1896.3129309415358
00452-23	086	2901.9586341619834	1899.0867809806614
00453-22	086	2882.27902791716	1695.4780384166852
00503-24	086	2700.6709282928173	1894.9511278357031
00452-01	086	2949.707746700995	1884.1479735829794
00502-11	086	2767.470280604869	2281.505137800923
00708-02	086	1806.9144268375562	1692.5490226294373
00504-14	086	2698.828395623479	1863.1746838666174
00451-11	086	2985.2017998460615	2273.5619109084782
00554-12	086	2516.4369725458114	2082.202517212712
00503-12	086	2748.4902152829354	2080.7828269663696
00553-18	086	2397.1071897570982	2230.2484444568613
00707-21	086	1705.0337386084057	1963.4401779424873
00757-16	086	1504.5891311807864	2295.8147595802834
00554-05	086	2577.6810596357745	1941.2521863214467
00657-01	086	2010.9838511870573	1680.3329449406683
00503-10	086	2793.1635477678337	2056.10605185218
00708-07	086	1883.4219627744167	1786.2329748343045
00655-14	086	2001.4863401072244	2302.4812805078673
00604-00	086	2267.2127914947087	2191.1220866465046
00504-07	086	2823.6216677064676	1769.0211502434329
00808-09	086	1433.3211145483056	2278.8844567427577
00759-08	086	1644.359489576068	1818.3468650828474
00452-20	086	2855.0025669042784	1958.6999248454713
00453-11	086	2998.721880512104	1847.5095199180355
00757-07	086	1666.999849935513	2227.089175906052
00605-12	086	2292.693362699828	2086.5261054215357
00808-16	086	1282.7578458678138	2302.73400776897
00656-16	086	1953.0226857600671	2069.3442431314284
00708-22	086	1710.3785267462968	1721.991674770972
00707-22	086	1720.1189964260204	1942.688128162543
00758-04	086	1624.8351188378533	1944.9736046359958
00810-04	086	1387.3950845444178	1730.148674988327
00605-21	086	2179.2635123418877	1947.6587441048678
00554-03	086	2541.868191469282	1906.1571354623275
00707-02	086	1815.292497849824	1913.9732674593306
00759-24	086	1518.3155925845103	1700.3110280088615
00757-08	086	1664.4392295050816	2250.730258656286
00605-02	086	2290.1951398332412	1901.1905455557849
00656-08	086	2115.9415020220845	2018.8419533060207
00809-02	086	1352.2328482758408	1925.8815350502757
00757-00	086	1574.6216877288507	2211.04029438285
00706-20	086	1704.2480424876508	2202.356591085523
00707-11	086	1845.3870903195661	2090.548299861259
00555-04	086	2560.1814282723067	1700.0195139536854
00554-21	086	2406.6364214946825	1943.0862442740436
00808-15	086	1304.5843357554663	2316.8020549742105
00656-03	086	2066.6576224361615	1911.7799128818883
00451-06	086	3033.1880866277097	2167.3243747041674
00553-23	086	2442.7536613126995	2122.781064831195
00503-19	086	2625.7666982278124	1990.2056108595364
00809-18	086	1239.328102613245	2048.775314553768
00706-13	086	1803.9388053867847	2315.1140511428534
00707-20	086	1695.6849786362286	1986.8693686615843
00604-04	086	2335.7909024284063	2141.3409625389427
00452-12	086	2970.126898208362	2073.207981007287
00708-09	086	1871.6600644393238	1836.4214690240224
00656-21	086	1932.0180979314675	1953.686826720454
00657-04	086	2082.3074227270586	1707.557159764343
00555-01	086	2489.6117929168176	1671.6455379745462
00757-14	086	1548.4310972058013	2317.334266331913
