x	y	z	feature_id	bolt_ring_radius
1572.1538673638397	576.1753082615818	1258.3053203037034	00452-17	29.125213164972095
1571.2895722112191	579.5385739723494	1265.4964399305352	00452-18	29.46362467099767
1571.4263156167435	580.8024057718372	1272.983038409671	00452-19	29.5439280598613
1571.6207420550384	579.6722482547308	1280.8821768439786	00452-20	29.41471796807007
1572.209549050804	576.7076180128296	1287.8984261737241	00452-21	29.34208295220529
1573.815406582395	572.3515099886931	1293.8792112946285	00452-22	29.27349244776436
1575.8250276552621	566.5905017047977	1298.9504444214076	00452-23	29.58592699535935
1579.5351333298806	560.4684361186049	1301.7621732367131	00452-24	29.487649437838975
1581.9375215081384	553.6385197508802	1369.1251201992204	00453-01	29.795597810905747
1584.3238577932416	546.2464268540886	1367.7731302472898	00453-02	29.450396589165393
1586.4920435955723	539.5284003158483	1364.6516268598978	00453-03	29.277106619982476
1588.9764333358323	534.0054112732481	1360.1630257659936	00453-04	29.397551641325787
1590.5402941594598	529.4915274197995	1354.2556670739596	00453-05	29.56227673964223
1591.1195265514007	526.7199678709528	1347.1881606468235	00453-06	29.389692737381576
1591.6226909657887	526.1583630551729	1339.3986491304263	00453-07	29.02098024490416
1592.5185530161616	526.9642796018693	1331.7869392719		00453-08	29.577961058172658
1591.355913812833	529.69340377845		1324.6177545586984	00453-09	29.556562406365327
1589.5446304600212	533.8912383516442	1318.570116952202	00453-10	29.575325119426317
1587.7256731360474	539.7119410008322	1313.7611599875459	00453-11	29.645060794126866
1584.6148105941234	546.2180815498275	1311.0049181067352	00453-12	29.3794781292474
1582.4368749039354	553.6321800727641	1309.8965317027735	00453-13	29.45241580703474
1579.1497963879726	560.6049140985288	1311.060257978192	00453-14	29.28187605520215
1576.2194514715297	566.8635990943272	1314.0198223893342	00453-15	29.174055738243595
1574.0618340175356	572.7229322332008	1318.684467062715	00453-16	29.27083094498087
1572.0074743602734	576.8639629321195	1324.5849577169583	00453-17	29.330288424001456
1570.730509383681	579.5625389612055	1331.3203187721376	00453-18	29.444837134960597
1570.1489820574964	580.8706467523799	1338.7970094668526	00453-19	29.76933485889031
1570.444623694936	579.7152915075567	1346.7444002211387	00453-20	29.5293958962432
1571.7766085530188	576.9940278414404	1354.0902409757762	00453-21	29.514025063227535
1573.6363419009936	572.8602502460938	1360.062074244569	00453-22	29.52845313602042
1575.9827210601493	567.0838288160955	1364.703905729682	00453-23	29.369198093217683
1579.233824553151	560.7400743180953	1367.7467425327097	00453-24	29.44373018253318
1556.516101248402	615.7940554791021	1236.209816241529	00502-01	30.104980401320606
1559.6451774505533	608.5904181829776	1234.7683344325437	00502-02	29.68290732153461
1562.6238767256038	602.0593761101469	1231.5151761543593	00502-03	29.451388758674778
1564.2230124479013	596.211708426627	1226.9744834419428	00502-04	29.54114818196482
1566.056627306044	591.813194088662	1220.9714291106745	00502-05	29.666073336723635
1567.5162299141175	589.2152796465874	1213.9043563308692	00502-06	29.67032423080673
1567.7498661673458	588.0933957115569	1206.1218484711924	00502-07	29.754549646409103
1567.5801378737629	589.1634508183502	1198.403572889081	00502-08	29.714654731722067
1566.5266288813145	592.0435054707801	1191.4124503193282	00502-09	29.54725568564345
1565.0079182249565	596.4571042400647	1185.1001929719778	00502-10	29.68716409246555
1562.7111973729036	602.121708583244	1180.2985932807333	00502-11	29.783643837067615
1560.147961974583	608.8445420550347	1177.4869075044892	00502-12	29.63459205108279
1557.1456443697512	615.9655662634627	1176.382269554351	00502-13	29.72787253138432
1554.3378413273213	623.2114164613341	1177.4502569278272	00502-14	29.71269592216657
1551.5615417116476	629.5777215550328	1180.4449516230386	00502-15	29.612736761762452
1548.6991775210608	634.8746621864188	1185.0822692080044	00502-16	29.544360838719836
1546.758209380007	639.196386393107	1191.2613021752122	00502-17	29.500858434131935
1545.4223717448297	642.0353081493579	1198.2446506720232	00502-18	29.688995347493375
1544.8747243038256	643.0346492182919	1205.7838279912517	00502-19	29.76556848968049
1546.2457491699006	642.4115452051693	1213.6719455406355	00502-20	29.64775293822972
1546.4011689757824	639.3464917738714	1221.092473671687	00502-21	29.813602876668288
1548.192699356685	634.8452007098364	1227.2192247208927	00502-22	29.730505002543953
1550.8799784103944	629.4108086259027	1231.6923498231208	00502-23	29.59708680654894
1553.4630281167629	622.7588384558853	1235.0366210129068	00502-24	29.950310090416664
1556.1771142057796	615.8844120065316	1302.5468790695907	00503-01	29.883192338937334
1559.2908263507113	608.9470722678434	1301.2854562982914	00503-02	29.636322096659036
1562.355019128358	602.6082036811712	1297.9994367605061	00503-03	29.30636788224723
1565.2735092113787	597.1303241787352	1293.550963068698	00503-04	29.571288366739445
1566.9926387092041	592.6524693142527	1287.4519255856671	00503-05	29.662145308747967
1567.2245441853581	589.6879315818759	1280.2738557353932	00503-06	29.509779472611353
1568.0279078854778	589.0024560762502	1272.6465552089705	00503-07	29.46194978416857
1566.5951733057427	589.2854949546595	1264.7904693112068	00503-08	29.705819652711348
1565.2513168555643	591.875970167998	1257.8769663739952	00503-09	29.68613368178236
1563.3828153978527	596.2243479008274	1251.6560758271557	00503-10	29.713059265535176
1560.7517205165225	601.8013566633638	1247.3029997643978	00503-11	29.40165411527272
1558.5813589670136	608.7072382687277	1244.1972077782498	00503-12	29.47419795098543
1555.7354569847855	615.8257597120612	1243.1004959794093	00503-13	29.564973938994427
1552.5388522398937	622.6916581641158	1244.0601922773392	00503-14	29.602877805632286
1549.1151963876653	629.1255030267635	1247.039340370047	00503-15	29.648149715042322
1547.752749258683	635.1421278741207	1251.725163753848	00503-16	29.61124277744469
1545.7639912205113	639.4546988544023	1257.9008912798276	00503-17	29.62571150872361
1544.6288769703287	642.2264075705933	1264.9460513528236	00503-18	29.700078917504364
1544.665385678942	643.5002486636201	1272.677830901171	00503-19	29.83958092401018
1545.563176461263	642.5512063211652	1280.2857944095722	00503-20	29.62184647991612
1546.8596373340001	639.6673147050947	1287.5207761152171	00503-21	29.48363310214484
1548.1114307021594	635.2027972676215	1293.5697782642042	00503-22	29.529251100695266
1550.2532747788607	629.4132646999817	1298.2081915326587	00503-23	29.465242401198708
1553.0228262476185	622.8901530911328	1301.328343278471	00503-24	29.65459445344957
1555.4953794465757	616.3068043373394	1368.5469277076588	00504-01	29.568197076136435
1558.5811080059157	609.1355490831863	1367.2653025278778	00504-02	29.318282097201973
1560.7014740499576	602.2516277230434	1364.2091198609924	00504-03	29.30133688646661
1562.9961877437854	596.5849332172934	1359.622063096523	00504-04	29.454460725287692
1565.461760233164	592.4183826643307	1353.8033778096953	00504-05	29.74612239663083
1566.3325522874097	589.6492290904149	1346.5178680887318	00504-06	29.656838751413268
1565.8390682739719	588.8028933448628	1338.668072578316	00504-07	29.297171177016324
1566.3215806021722	590.0815877223661	1331.182170943896	00504-08	29.332887620737296
1565.1373048848116	592.8022125091409	1324.2790605227929	00504-09	29.270562109345605
1563.6576234194258	596.9950744832211	1318.0152650185455	00504-10	29.58139297881449
1561.917663806993	603.0644818167508	1313.275427583667	00504-11	29.567814213601885
1558.8090563195287	609.5487613140652	1310.7759576212115	00504-12	29.16392687343938
1555.8734988413353	616.4776330350895	1309.9466797715115	00504-13	29.033943756566646
1553.121601550538	623.5575945292908	1310.87474738016	00504-14	29.14392166090201
1550.6498686618766	629.97212716606		1313.482149740404	00504-15	29.374619913295763
1548.2316883414885	635.8641130242632	1318.2403203974		00504-16	29.480534439297536
1546.5203784628848	639.9315120064584	1324.0429700310472	00504-17	29.43407688455526
1544.8277919298662	642.4777471438708	1331.527919048864	00504-18	29.31884615270403
1545.1691939303462	643.9681881959043	1339.0350697546135	00504-19	29.615671202292887
1544.1149756085897	642.3079794420318	1346.6829076710926	00504-20	29.50481130849724
1545.8492820510737	639.6788672435764	1353.8305348887122	00504-21	29.405610562054886
1548.088622269292	635.5711509567086	1359.9657201247646	00504-22	29.49894783055519
1550.0814503949		629.8800173519355	1364.3656601922382	00504-23	29.33868560889123
1552.6094681399586	623.4296779417247	1367.348765494743	00504-24	29.417094287249206
1529.7027220565014	680.8952714221268	1236.6292184480808	00553-01	30.10137116042673
1532.84483292092	673.7532256185559	1235.2586006467066	00553-02	29.737143641428663
1535.3380174368247	667.1282932673283	1232.139780448775	00553-03	29.550581988638033
1538.0688367118237	661.6357506635334	1227.3973630982064	00553-04	29.511724447140534
1539.4297711513427	656.9916498381846	1221.3387731551413	00553-05	29.63749171041157
1541.1727394787952	654.5810249349722	1214.0747907668592	00553-06	29.554107302239345
1541.3942216112296	653.5194852855442	1206.5554584902236	00553-07	29.635605514588097
1540.492845450159	654.0815302543173	1198.7072462988099	00553-08	29.8117603441057
1539.6541686251635	656.8152057986753	1191.4832764503158	00553-09	29.971108977505455
1537.9468845829365	661.3800650352005	1185.4874672511792	00553-10	29.76464775223744
1535.3840703403826	667.0122986315108	1180.8267203192972	00553-11	29.691571926172
1533.228788803652	673.9277991059726	1177.8834138015322	00553-12	29.659444443867617
1529.8139654747463	680.7676882064625	1176.757765553499	00553-13	29.771748169329207
1527.1134367969228	687.9632480005178	1177.9872674267103	00553-14	29.554219097143733
1523.6583571581607	694.1424581275791	1180.7884011207002	00553-15	29.637336338832764
1520.946064944424	699.8954437029354	1185.6236183997069	00553-16	29.66649723899169
1518.861333523081	704.0442913697283	1191.6934703589966	00553-17	29.665149501726688
1517.7453532806492	706.7108173623816	1198.718113132954	00553-18	29.626444580205305
1517.6507498735077	707.8081504844552	1206.527990903588	00553-19	29.61842840353371
1518.0946737903346	707.0786450230736	1214.2864497550183	00553-20	29.799589178066388
1519.838994024531	704.6553819326298	1221.3999104838963	00553-21	29.83219549853835
1521.4841805585254	700.0690613647221	1227.5086525669835	00553-22	29.680245800454045
1523.8037220825913	694.3096406939435	1232.314977146606	00553-23	29.724786802571806
1526.6108749226357	687.7509988421767	1235.2986853275283	00553-24	29.770251948907806
1530.398476409891	681.2550805612666	1302.8729625211427	00554-01	29.69999419540428
1533.2691349775544	674.1128928196205	1301.5647377113971	00554-02	29.392830987412996
1535.3498696244465	666.9979192457776	1298.6238577523782	00554-03	29.51338658725006
1537.801905429495	661.5713730186529	1294.0274973291637	00554-04	29.53682868600977
1538.8187174187851	656.8607120867689	1287.9289965309033	00554-05	29.603056088921914
1540.3937569274503	654.3698485426381	1280.5858628620183	00554-06	29.520797922998067
1540.6201056708749	653.4221363251262	1273.0238611970929	00554-07	29.543939535050914
1539.7236714772703	654.0952743872353	1265.3170084024443	00554-08	29.65013152151949
1539.3176375406133	657.188849125504	1258.3004532831678	00554-09	29.591443547188117
1537.375543647236	661.5150892272511	1252.070521365693	00554-10	29.667432542495035
1534.6422209445054	666.9155444302867	1247.480201649018	00554-11	29.67036785734567
1532.82693638848	673.9601163091878	1244.5797315757259	00554-12	29.617486317419896
1529.7859867068203	681.0007105889426	1243.6820403352049	00554-13	29.52433927593496
1526.5157722828494	687.8157193102251	1244.6320771675723	00554-14	29.569915464051576
1523.314172232994	694.1508942046066	1247.5992232284877	00554-15	29.52697808960693
1520.7664069183572	699.8287840497302	1252.3611898317479	00554-16	29.53872889652313
1518.558550536778	703.9283281209392	1258.7149342894315	00554-17	29.396755289071198
1517.6302322727936	706.7358168856553	1265.6611758928118	00554-18	29.500111689659565
1517.878912953844	708.1825605166553	1273.192610628422	00554-19	29.7513589081294
1518.2566528277832	707.1570355670665	1281.222748898403	00554-20	29.761085869650554
1518.7850100030994	704.0122575942432	1288.1805513046975	00554-21	29.6289487713152
1520.738057514592	699.6832253384289	1294.3224174712702	00554-22	29.654033220126504
1522.9609745087769	693.9422196658314	1298.9167885753027	00554-23	29.606379800694697
1526.5101688405025	687.9561147888085	1301.9409682898008	00554-24	29.771388559280357
1528.677679746558	680.8219200692606	1369.2945980548357	00555-01	29.796302286103714
1531.74992580968	673.8472129505909	1368.1086005233722	00555-02	29.6238618329649
1534.7915149695784	667.4027290466253	1365.008637317811	00555-03	29.495901224283866
1536.8499031579602	661.6447644356798	1360.487944192389	00555-04	29.626624934435494
1538.591777562161	657.3361926950321	1354.4213370360308	00555-05	29.593817269019162
1539.0491776408485	654.4021970858412	1347.2450166510346	00555-06	29.484388674030573
1540.4531532687313	653.9311995132067	1339.7260991819257	00555-07	29.418792686036866
1540.098357047622	654.949567081825	1331.6696839961603	00555-08	29.40394607227043
1539.024858894518	657.5580044402302	1324.6735759094306	00555-09	29.515799432433592
1537.2279980117905	661.7321767356441	1318.6277068458521	00555-10	29.591885245736258
1534.6622102337153	667.3580758643968	1313.8498046605848	00555-11	29.610225915084524
1532.0013504138167	673.9265865933788	1310.8879487218856	00555-12	29.63206936059212
1529.4851347487331	681.0582995621681	1309.666264700866	00555-13	29.841646142554136
1526.003364755717	687.9944568827028	1310.6936552270174	00555-14	29.787570671851462
1522.7472708510472	694.4118415089948	1313.9047041125853	00555-15	29.54793403963415
1520.7441019294808	700.2017683833081	1318.6863621500165	00555-16	29.478618831738444
1518.5918793275723	704.2762123074698	1324.9263231015134	00555-17	29.342848919652834
1517.637893665906	707.3254383861022	1331.727271988725	00555-18	29.682744195664736
1517.8208067458993	708.5352414596236	1339.3577055961107	00555-19	29.698688278237032
1517.8471202489945	707.4050415824039	1347.265671917118	00555-20	29.67498089427031
1518.5931427197825	704.489902163014	1354.2978103625749	00555-21	29.625538914767493
1520.3800127481059	700.0320371756759	1360.365973880328	00555-22	29.50826252430229
1521.9919878311941	693.9732563242145	1364.8890446969403	00555-23	29.337860397485652
1524.9894902271708	687.494466099121	1368.1834575062169	00555-24	29.667768179231125
1502.5488910357153	743.6156091288656	1235.9584670328702	00604-01	29.908939689876917
1505.2045592542318	736.2421927071437	1234.998386487225	00604-02	29.877348386795248
1507.9220343537495	729.3347060519602	1231.8569688016946	00604-03	29.7667999112393
1510.2895383146358	723.7968457192433	1227.0875561496423	00604-04	29.632244069880667
1513.1295702756693	720.0439592561972	1220.6620936328786	00604-05	29.37141943466831
1513.6918336586723	717.0379758753841	1213.8262112510354	00604-06	29.48405596743599
1513.9779512928114	715.8315190227812	1206.0314589116126	00604-07	29.661610759010106
1513.792630383879	716.8516143793995	1198.1405763051307	00604-08	29.73176409320188
1512.4628610043774	719.4677635722466	1190.9303472937584	00604-09	29.846480163145582
1510.6551028849753	723.6836087026948	1184.9785977733377	00604-10	29.857970410293078
1508.5086422471902	729.4857887080589	1180.122746423833	00604-11	29.95574108152614
1505.2095361586187	735.900272267802	1177.3698666774046	00604-12	29.72817535569858
1501.973472297616	742.9539603175294	1176.3072096459898	00604-13	29.75924937348598
1498.7226987004203	749.8059298243703	1177.5753560504618	00604-14	29.482082922690623
1495.6312537378951	756.3699876918365	1180.4742205745445	00604-15	29.58127766548664
1492.9473763182557	761.6889835043519	1185.0853727028782	00604-16	29.53751442136907
1490.4176668857745	765.5480586984158	1190.9829066777297	00604-17	29.514860902438883
1489.2042178794215	768.5724178968989	1198.3136018165994	00604-18	29.64924373329676
1489.2431846501368	769.7381101929783	1206.1138509441978	00604-19	29.651326612496703
1489.7569804632597	768.7435795463533	1213.8020779395233	00604-20	29.56280430799435
1491.147480112367	766.0689629599386	1221.13877889339	00604-21	29.639716818712074
1493.338832725268	761.9561660773878	1227.1778804018807	00604-22	29.686152292898022
1495.7866523350035	756.6000475872792	1231.7551237008204	00604-23	29.73831683422157
1498.8955870444634	750.2970749659087	1234.8983421244689	00604-24	29.91207759813876
1502.128806466383	743.1130000379836	1302.802414961575	00605-01	29.960635065101084
1505.6120313177357	736.1381713544661	1301.3081740525674	00605-02	29.499467426792386
1508.3829768222067	729.7512978693359	1298.3464012768613	00605-03	29.43679492356998
1510.8549866885637	724.08902528581		1293.8095089512074	00605-04	29.58814627511037
1513.0782837203562	719.9707152329997	1287.8507339924236	00605-05	29.629532285078167
1514.6000324303122	717.3012030735987	1280.569071201569	00605-06	29.63589690990538
1514.7087250167615	716.3674554895827	1272.738207234001	00605-07	29.5018896575275
1514.3067516115766	717.2308790304628	1265.0371730151421	00605-08	29.596937651567135
1512.1625424435097	719.1813594702944	1257.8106865741474	00605-09	29.9461790218963
1511.2712365570753	724.0972038570176	1251.6140867983024	00605-10	29.890965849438334
1508.5921767739221	729.6608502867086	1246.9493785490743	00605-11	29.858266941402494
1505.2289179429745	735.720037136033	1244.3578953628987	00605-12	29.577571136856722
1502.4371309668397	743.1798477792403	1243.090133050773	00605-13	29.75253663507445
1499.466088512061	750.376516552415	1244.0931212643236	00605-14	29.783421935224013
1496.2365119402525	756.6980731287504	1247.1384817260698	00605-15	29.689778309638967
1493.5227399289674	762.0951205368735	1251.9079072093841	00605-16	29.578033679424724
1491.2587829934666	766.0944721779608	1258.068751152312	00605-17	29.45126587152294
1489.6490294221705	768.8755137456554	1265.102281882959	00605-18	29.70846657605621
1489.8641242055628	770.1231794161434	1272.887871733294	00605-19	29.717900473650243
1490.494090027133	769.3039701993158	1280.5357447538076	00605-20	29.724442069572323
1491.8475281761855	766.6226124907963	1287.6259156320111	00605-21	29.658653047651093
1493.267273588913	761.9913342101183	1294.0647108710043	00605-22	29.79297968234427
1495.967721294092	756.5735334359512	1298.777278016239	00605-23	29.889562983433525
1499.2788393086253	750.1711117000679	1301.7235832549247	00605-24	29.880299879246937
1502.3601563403047	743.4173591579365	1369.0640987696538	00606-01	28.85940182402319
1505.1171695730716	736.2005685755302	1367.9279843123295	00606-02	28.56390956575204
1508.241264600677	729.7862170734292	1364.7290577847257	00606-03	28.253133430605086
1511.0607785140053	724.2881927281304	1359.975718973566	00606-04	28.271443299770695
1513.197336487122	720.2054566488273	1354.0055530171344	00606-05	28.39595904293473
1513.7441988891778	717.2256943204686	1346.864754023906	00606-06	28.546193020008875
1514.5057191659612	716.6301221056146	1339.192286860539	00606-07	28.634668348099442
1513.4534168640819	717.1937114501944	1331.4318433781893	00606-08	29.035410685691247
1512.676223680095	720.193049999158	1324.2809263464032	00606-09	29.323376154665702
1510.3096079067323	724.1060523273351	1318.340171935806	00606-10	29.69698674011505
1508.5812683270792	730.1790701377975	1313.7017361590238	00606-11	29.906054475274114
1505.055410271678	736.5466352216893	1310.977938105673	00606-12	29.969192988699586
1502.1155119125992	743.2986864848997	1309.9053630122419	00606-13	30.321205664677777
1499.529983669902	750.6424799634477	1310.930028768266	00606-14	30.51168576670828
1495.6350326700403	756.6682641274475	1313.8949107681706	00606-15	30.622395795567588
1490.7708263112152	766.3185432319592	1324.6696969609338	00606-17	30.686519660416263
1490.142967155084	769.5793489421745	1331.6716637244629	00606-18	30.87469528542495
1490.4819049757018	770.8449364825553	1339.263168644869	00606-19	30.702176883407184
1490.7352457032832	769.8605880091022	1347.0404631848735	00606-20	30.457686416762805
1492.310248549809	767.2729479378074	1354.1365183426713	00606-21	30.097996406074266
1493.4911927611981	762.5623685620519	1360.1929960039272	00606-22	29.638957755841382
1496.3630497272134	757.1241306574237	1364.8834119836908	00606-23	29.271812960782068
1499.3673663061245	750.6030822176479	1367.8863962401176	00606-24	28.97137136319018
1468.3605166950001	808.8791254340355	1236.9155612533273	00655-01	30.155941544615796
1472.2927901679905	802.3566795164872	1235.602084111658	00655-02	29.839278051028092
1476.3486408074775	796.4570366177668	1232.4631621008136	00655-03	29.670660032200043
1479.6236199583839	791.0372644690234	1227.7444278197288	00655-04	29.7922879888137
1481.3641949760124	786.532310498564	1222.0441149184394	00655-05	30.056088843641874
1483.0690861849064	784.3041959301814	1214.7357001989792	00655-06	29.76352048965126
1482.9929651940845	782.88605526356		1207.1615904732791	00655-07	29.84957696022055
1481.9942325956288	783.5230792263532	1199.2823947125823	00655-08	29.751385367091142
1479.917927857582	785.4570484764572	1191.7190004794081	00655-09	30.128175125448596
1477.7910432293543	789.852517682147	1185.854410664985	00655-10	29.794135278228797
1474.9803415619356	795.1725749325249	1181.0170284880173	00655-11	29.90405569058938
1471.2523250391043	801.5407411516798	1177.9983106649217	00655-12	29.81656397417357
1467.238304725505	808.3050313934566	1176.9412731816415	00655-13	29.831667040770387
1463.5312831519657	815.122019736382	1178.0119214582423	00655-14	29.797721795275198
1459.9078499608356	821.1120704341604	1180.7136207066335	00655-15	29.96962490408927
1456.6185057815587	826.5665888460439	1185.4640305633689	00655-16	30.040785655042207
1454.0114942533899	830.5929233685431	1191.5812567847083	00655-17	30.089769045129508
1452.3035178577268	833.0201195493244	1198.6398767857595	00655-18	30.059919920141695
1452.6433745215984	834.2943826319827	1206.3459644035372	00655-19	29.85466199862519
1452.989825687649	833.5758518976775	1214.41329230746	00655-20	30.0459012216669
1454.7350269012907	830.8581080453916	1221.6261621037106	00655-21	29.79845021583412
1457.4096308096064	827.0573514604176	1227.6695564394483	00655-22	29.773101572897076
1460.8151334398392	821.6598722428336	1232.5780508320515	00655-23	29.769251623242976
1464.1497017573822	815.1721998835844	1235.891239043236	00655-24	30.084055629322613
1467.9422427065142	808.943137411951	1303.5491827494286	00656-01	29.968975182018337
1472.451704057287	802.5708521355357	1302.539768655994	00656-02	29.91140856931198
1476.6042544893762	796.5767230595377	1299.3638477846348	00656-03	29.719810627665282
1479.814273916399	791.1737523435311	1294.9362424062467	00656-04	29.988429782327522
1481.9481592255368	787.1267813452025	1288.6650073468475	00656-05	29.720344532863866
1483.204511894696	784.3899821171481	1281.2829331732673	00656-06	29.611715754532263
1483.9832697129737	783.5715705102598	1273.765855017093	00656-07	29.700753800942845
1482.8790578565745	783.8803122035588	1266.1734164512793	00656-08	29.794024934232006
1481.5713102096547	786.5681566914146	1258.90421535369	00656-09	29.753691649039855
1478.7136728441537	790.1695595772673	1252.7628396990026	00656-10	29.80297920357045
1475.270771878163	795.3801905220234	1248.0243285629913	00656-11	29.683534532777017
1471.7781938537948	801.5812105586423	1245.0079387334188	00656-12	29.667879196593315
1467.8999792161553	808.3323951566184	1243.8515843146072	00656-13	29.732573444089113
1463.94144726593	814.8953144065014	1244.839430892207	00656-14	29.70178256918019
1459.8779572367557	820.7314115755715	1247.824259508863	00656-15	29.60677923160725
1456.5202773450158	825.924830786737	1252.5580913185852	00656-16	29.561198318752453
1454.5686519402955	830.381727482923	1258.5091098111939	00656-17	29.694974734065795
1453.069950145203	833.1127592938366	1265.5230778747991	00656-18	29.806447770364407
1452.0822675982597	833.8438157125871	1273.182318547355	00656-19	29.84216507657607
1452.7070175878673	832.9498883101759	1281.090896588633	00656-20	29.71442491783732
1454.554108435837	830.9244084914117	1288.2030522742507	00656-21	29.87727256490441
1457.4301913628458	827.0112791058256	1294.3542653485401	00656-22	29.69619586613375
1460.7361401906442	821.9177174062941	1298.856863139368	00656-23	29.473028821216165
1464.2701426443164	815.7026037915703	1302.197420550168	00656-24	29.71588920606128
1468.3180562193963	809.0627733433039	1369.764997156827	00657-01	29.88564187374371
1472.2946982090405	802.3304290445831	1368.5179276789859	00657-02	29.68602362171061
1475.7525991618002	796.0265996276962	1365.5677885803202	00657-03	29.74701741689628
1479.0465721555036	790.9991574029153	1360.9717267470328	00657-04	29.769263596058554
1481.7391026670614	787.087535442716	1354.9090745144624	00657-05	29.816906461992616
1482.9445449610114	784.3701951461472	1347.7520602730294	00657-06	29.758141577921688
1483.4891565222654	783.7102535035995	1340.0861785104264	00657-07	29.54602719168124
1482.696540340436	784.244181304831	1332.4757210403932	00657-08	29.619314832566108
1481.211304576449	786.8419169247964	1325.2503234353724	00657-09	29.561233863850077
1478.6794214884328	790.7494666228587	1319.069640970864	00657-10	29.589943849615214
1475.1773144002907	795.8439162488565	1314.456183308248	00657-11	29.456762185434016
1471.7285712968096	802.2233912779132	1311.3814065514168	00657-12	29.50161107978989
1468.40595064419	809.1388604695218	1309.8333330024786	00657-13	30.05067121701822
1464.2831570297062	815.640771045905	1311.2246336151545	00657-14	29.678321260323578
1460.3133745691098	821.5460217607601	1314.0807585897758	00657-15	29.75585801996361
1456.9684252050702	826.4977241237754	1318.821946977656	00657-16	29.59629441353859
1454.5254241313964	830.5131496983691	1324.8191518914273	00657-17	29.612025720943322
1453.4961682309213	833.862213128259	1332.019841681176	00657-18	29.94472980705854
1452.8899369410103	834.6491950580009	1339.6156358706005	00657-19	29.881123471223194
1452.617243681056	833.1250501839882	1347.5559558526556	00657-20	29.730400805583063
1454.3062351679391	830.7137060594505	1354.7448814704449	00657-21	29.759629747958385
1457.5248718622927	827.2148480159382	1360.6001699607746	00657-22	29.588333477402916
1460.7776148831936	821.8254760670842	1365.2152332916633	00657-23	29.35575202950747
1464.0509637969906	815.4225421893008	1368.4089006377997	00657-24	29.535897394490974
1432.157183007149	866.7832067812018	1236.007788116419	00706-01	30.244662945521267
1436.4737552134718	860.2401611396493	1234.8050914608993	00706-02	30.134938961757477
1440.0122513181564	854.0734297054954	1231.5996753203297	00706-03	29.949863753712492
1443.2813432991995	849.1079901231013	1226.925678437994	00706-04	29.878087436315766
