feature_id	image_id	error_x	error_y	RE
00606-12	045	0.2166319189486785	0.44543638002369335	0.49532106451876134
00708-20	045	-0.055485365796357655	-0.23449569535932824	0.2409706558060763
00809-12	045	0.3180959286323741	0.34211404440975457	0.4671477701915016
00808-17	045	1.090514356825679	2.2094115436766515	2.4638833031973264
00606-20	045	0.9077520160390122	0.17343495891145722	0.9241717413963217
00708-23	045	-0.9714809542056173	-1.434735991719208	1.732698072463508
00656-17	045	-1.3611852047097273	-0.8229305598647443	1.5906099043700073
00810-24	045	0.7738611898187173	0.7416994172076556	1.0719044577730876
00657-07	045	1.2939775736304	0.21681552957488748	1.3120163622925045
00655-24	045	1.0160748410194174	0.7906104610319744	1.2874288266330787
00757-18	045	-0.5572649733135222	-0.5028091159533687	0.7505739520979454
00605-03	045	-0.11497966411388916	-1.1105699373433708	1.1165061168173693
00808-04	045	0.5023753215873512	-0.06729284251014178	0.5068622005960686
00758-01	045	-0.12178230712379445	-2.5282534373727685	2.5311847767232667
00707-09	045	-0.47428123337977013	2.1692115509831638	2.2204552328869456
00657-20	045	-1.5408587581446227	-1.1956360185577068	1.9503310491871666
00810-10	045	-0.39776195593913144	-0.628982872593042	0.7442002604191418
00808-24	045	0.5971442419438517	0.690679462661592	0.9130275821842421
00808-19	045	1.3429523604822862	1.2533848845405373	1.836979779779745
00808-18	045	0.9016492677390033	1.6766787732585726	1.9037392444108918
00758-21	045	-1.4434733516263805	0.9327337930608337	1.7186063090694002
00810-11	045	0.9923881309032367	0.4032497516145668	1.0711883889096399
00606-09	045	-1.9799889871446794	0.7530086982756075	2.11834333593328
00656-01	045	0.4184604353163195	1.0172044142809682	1.0999154314572603
00555-03	045	1.0719631868537363	1.648145649387061	1.9660847274629636
00554-23	045	-2.0267401079318006	-1.289893322817079	2.4023946905842704
00758-02	045	-0.1396078623952235	-0.9745632672220381	0.9845120197646433
00555-16	045	1.2635809111125127	1.9330348675075584	2.3093853117069685
00606-24	045	1.0705967980338755	1.4555470617233368	1.8068743046631182
00604-23	045	1.288701924657289	2.2944982744620575	2.6316297197981253
00604-01	045	1.2659189350742963	0.7451962187806203	1.4689683981163701
00708-01	045	0.7322273961272003	1.5163241191394263	1.6838633536968424
00706-22	045	-1.0057055060110542	3.0016204994503823	3.1656230330760664
00707-00	045	-0.2657763986817372	0.049821452276773925	0.2704057529033001
00656-11	045	-0.8425849166910666	-1.1196780487766773	1.4012952132750756
00708-21	045	0.045919663534732535	0.05360570790617203	0.07058461177384827
00657-17	045	-0.9228439601420177	-1.9721510791700894	2.1773885399354773
00554-00	045	-0.17193937919091695	-1.4436107891383472	1.4538140392200096
00707-24	045	-0.41472721734089646	0.23301530116714275	0.4757045252899508
00758-08	045	-0.32435538705476574	-1.3600574273341408	1.3981997792726935
00656-10	045	-1.0751084471585273	-1.360105744017801	1.733708686043257
00758-17	045	0.18393354539830398	1.2897015696316885	1.30275158331634
00656-04	045	1.2861245182857601	-4.004680758261657	4.206136499464435
00759-05	045	-0.8334334971295903	-0.09314526076286711	0.8386223427385185
00809-05	045	-0.02903795585689295	-0.4315706945290003	0.43254649143946433
00656-22	045	1.151073621105752	0.615430537751763	1.305268259019169
00758-07	045	-2.0920060934936373	0.07331336082370399	2.093290315290685
00809-24	045	0.33185350412372827	0.9204526750145305	0.9784476864608563
00656-20	045	-0.4980808749078278	-0.20635882485476031	0.5391368310033965
00555-14	045	0.22279217794812212	-0.1355924878876067	0.2608096572721541
00808-23	045	0.4385027344299033	1.4944368545666293	1.5574421852478193
00810-03	045	2.2822638479876787	-0.9938538804622112	2.4892717424060637
00707-13	045	0.7331336300776456	0.12461781735373734	0.7436494603997476
00605-10	045	0.7517053214119187	-0.34889579198443244	0.8287274364369991
00758-19	045	0.4084605777784418	-0.04159731073650619	0.4105732332478677
00707-23	045	-1.7297172378043797	0.3697369078809061	1.7687925553345554
00656-13	045	-0.8505038729390435	0.9144578975660806	1.2488354912899013
00657-22	045	-0.9255217499926403	2.110949158402036	2.304928818655297
00606-17	045	0.36320787706881674	1.2111292828690239	1.2644184836468
00706-06	045	-0.977757527130052	-1.2264700797818477	1.5685147874532668
00604-19	045	1.1319387961652865	-3.2482323783669926	3.439810899182658
00655-18	045	-1.4914785516220945	1.6069962035653589	2.1924746448299506
00554-13	045	1.9208545935534858	-1.8172611939753551	2.6442618283188715
00810-13	045	0.9319030373258101	1.2169970344352805	1.5328160531522814
00708-13	045	0.6175210165042699	0.37325199778206297	0.7215602952441106
00655-23	045	-2.3409753566497784	-0.6484222280932954	2.4291185657202967
00810-02	045	1.6056245153235977	-1.6831682235660992	2.326173973079141
00707-01	045	1.1606947987074818	-0.02174639918439425	1.160898497554411
00809-16	045	-0.30572777989345923	3.6574179058566187	3.670173730694393
00657-16	045	-0.2818799484120973	-2.7420552602043244	2.7565056421728964
00809-09	045	-0.08058685696551038	1.9155656281454867	1.9172600025160889
00758-20	045	1.3357867582903964	1.0887193070607282	1.7232631816384745
00504-00	045	-0.12017709799329168	-0.20947510877931563	0.24150021962763377
00759-18	045	0.2339107673037688	-0.33758008020777197	0.4107000823152141
00808-05	045	-0.349188398233764	0.08777384105542296	0.36005108614568077
00606-21	045	1.823059235978235	1.7357851160554674	2.5172395489911636
00810-16	045	0.908730314124341	2.014517929611884	2.2099939530542327
00809-01	045	0.16983858726007384	0.7488344658759161	0.7678529826771309
00759-11	045	0.5538329969449478	0.45725993047108204	0.7182044503617625
00757-23	045	-0.6968793509199713	-0.9032748013796663	1.14085327564333
00809-07	045	-0.8259841696453805	-0.6499998068729838	1.051070690981194
00759-06	045	-0.28778319589901	0.4183460120716518	0.5077721473831571
00657-13	045	-0.11000763184301832	-2.3205172229922937	2.3231232987656028
00758-00	045	-0.23102491708732487	-0.16107536720937787	0.28163413542545096
00706-01	045	-0.48002184430970374	-1.4810513953580084	1.5568989070284536
00605-09	045	-1.202127401953021	-0.6921907273040233	1.3871691654199905
00759-01	045	-0.5366791613500936	-0.5112728976109793	0.7412317438284513
00810-23	045	1.146487740048542	0.21208254467637744	1.1659387393161018
00809-11	045	1.407936297948254	0.39217268570064334	1.4615348215112391
00606-03	045	1.507923987767299	1.4303279215778275	2.0783822353285215
00656-05	045	-0.02921977123378383	-2.669658800077741	2.669818702433459
00605-18	045	0.8631452494482801	2.650668922555269	2.787663081982011
00809-10	045	1.3941648810236984	-1.105892135565682	1.7795204778214406
00707-14	045	0.8330505001740676	0.919199256545653	1.2405242476769027
00655-00	045	-1.6941039171606462	-0.6281663799418311	1.8068151767760505
00809-22	045	0.2476737644624336	1.312476780021825	1.3356412660963464
00655-03	045	-0.39029752837677734	-1.6401303125685445	1.6859298926299435
00759-09	045	-1.4547653861700383	1.1050563250928462	1.8268803492364152
00708-08	045	1.1178870134754106	1.1068498765707773	1.5731459004687767
00759-16	045	0.6890240126995195	-0.776471467115698	1.038105018445317
00606-10	045	-0.03582734470228388	-0.6259425993466721	0.6269670934788242
00605-05	045	-1.23302648725803	-1.7760530341761296	2.162109779471457
00657-09	045	1.37712001693626	0.12037281668744981	1.382370846062588
00656-19	045	0.20293458918149554	-0.33003093009119766	0.3874311065249193
00655-22	045	-0.570608960817026	1.327667372704127	1.445093505178044
00759-17	045	0.41783432468173487	0.6766917954255405	0.7952969941339417
00605-07	045	1.675875802351129	4.193836438741528	4.516284289083479
00759-07	045	-1.0359474978731669	-1.0880289957622153	1.502329628932682
00605-14	045	1.053795469340912	0.07240225892110175	1.056279782207494
00503-00	045	2.7725394318631515	2.3698293662082506	3.6473368539496107
00809-06	045	-1.842567091798628	-1.079285723762041	2.135394849037481
00655-02	045	-0.9219489536790206	-0.21872195722562537	0.9475384782490098
00759-13	045	0.07379406738800753	-2.2422123542705776	2.2434263540453636
00707-15	045	-1.4278816478381486	0.873973028315504	1.674119127916517
00706-24	045	0.33909624057650944	-0.3228893158166102	0.46823473882406524
00657-06	045	0.1158566210851859	1.1808247948674762	1.1864948178660932
00657-00	045	-0.9693885819315256	-0.23853419664192188	0.9983049562868157
00808-08	045	-0.6574913515232765	-1.072679295079979	1.2581477446711835
00655-04	045	-0.3799768736025726	-1.8919021532265106	1.9296829226211991
00606-13	045	2.5468924796055035	-1.3548250921785439	2.884824489127141
00706-05	045	-0.3317652329487828	-1.612722689857037	1.6464940462003734
00605-24	045	0.7311995194318115	0.06774042110600931	0.7343306488693847
00606-06	045	0.020123234751281416	0.6554555907978283	0.6557644211795768
00606-05	045	-1.4346953132726412	2.1646821528811415	2.5969596579324477
00758-10	045	-0.15831266993245663	-0.39506081281479055	0.42560068994660466
00757-06	045	-1.2141288262910166	-1.044316631156562	1.6014699600495141
00706-07	045	-1.1817687790835407	-0.1321493551772619	1.1891345169030998
00809-00	045	1.1713011588281006	0.042297060585042345	1.1720646082900832
00656-12	045	-0.5251223999080139	1.169545648995154	1.2820259591633267
00758-24	045	0.015679173042826733	-1.5389752287860574	1.5390550968969257
00657-14	045	-1.0140223602429614	-1.3514443855488025	1.6895689610975004
00655-07	045	-2.1837674020412123	-1.9854485669529822	2.9514142505303242
00708-24	045	0.0800396728159285	-0.10540774319088086	0.13235233866114937
