00759-06	0.7489669350994886	0.2869901159044821
00553-21	0.56898362863917	0.26856154851837993
00553-19	0.8217589152624017	0.30467896884934664
00706-19	0.5772855097460519	0.29601863622474744
00657-04	0.5145039420692985	0.20382822984468477
00502-08	0.8172017490913416	0.3121686206596071
00656-18	0.498337620996032	0.2406214074622898
00502-01	0.6656234323282514	0.2720667902909666
00606-18	0.5085822860359985	0.2087044857816702
00657-02	0.515568977700281	0.2039369669529724
00706-04	0.5747594156658598	0.27769840031390614
00553-20	0.5683503535727551	0.27202130357299875
00707-01	0.5825081457755963	0.24340355979670994
00707-15	0.5756427392047656	0.2682138219269013
00758-12	0.5860529420732583	0.2849912940177722
00655-03	0.6252318861503361	0.2783626380428624
00451-01	0.6705780706954506	0.27563001160146233
00655-21	0.6264864107572475	0.2898576305314615
00708-13	0.7269701246043299	0.28766476976881494
00605-01	0.5008530019668509	0.21473501734982722
00656-22	0.5038457385624242	0.2294980552834202
00810-21	0.7753026649702917	0.33072551569081354
00452-04	0.5507276461621601	0.226232807971082
00758-23	0.5962379298359858	0.2687732074254841
00451-23	0.6695309783640481	0.276424691205765
00504-21	0.556341820954173	0.20255976850105167
00759-08	0.7456236385483459	0.29488920674395097
00810-09	0.7584388256378196	0.3234729413075763
00503-23	0.54714580620436	0.22189015735549103
00555-00	0.5243459902951836	0.20147730519981885
00655-04	0.6749673464114411	0.2893911722766765
00553-14	0.8272742788871786	0.3224614147686158
00504-14	0.5486001388070625	0.21664081430895527
00606-22	0.5116483294689568	0.19936439105777096
00553-03	0.5692801818979807	0.260490482772764
00808-00	0.7056810436323423	0.3394014133478186
00453-15	0.5529422932151644	0.21625514458374298
00655-05	0.6745485253473982	0.2914840576944399
00707-05	0.5791836113476088	0.24498876341032708
00759-16	0.7544651439677882	0.3187157756753143
00452-01	0.55193873929945	0.22144943465778372
00759-00	0.7883016126898995	0.3066410586865028
00606-09	0.5009465848343488	0.20472487192682506
00758-07	0.5840672771025865	0.267821158716332
00757-23	0.667488191726091	0.305945091100373
00605-09	0.4921544945678677	0.22931740808076567
00759-21	0.7611869415585981	0.3028649637287021
00809-14	0.9088509467325286	0.414193515913544
00453-07	0.5611296900731332	0.2099961619829216
00553-22	0.5695549217627102	0.26542635891586835
00452-20	0.5471348036873424	0.22931178541925845
00453-10	0.5573991775317113	0.21707326821146075
00502-16	0.8206738969263979	0.31752869974944126
00555-23	0.5008445593139504	0.18978302541499115
00503-11	0.5403440511671344	0.24377781580318966
00809-08	0.9019485758901288	0.3843442684163625
00555-05	0.4960868168011296	0.19084958024679452
00453-21	0.5609426680411466	0.20199450300191477
00808-24	0.6811652169601674	0.32105815075566574
00502-13	0.8235106134857816	0.32458498525994434
00809-20	0.9227187200969702	0.3963259881542108
00759-02	0.7558423681430012	0.2844460452861858
00706-20	0.5774256069356805	0.29187394315653836
00553-10	0.823289829049128	0.31682215086364773
00604-08	0.8254533863481408	0.31056684534585877
00707-19	0.5821742558216799	0.26063987878061706
00757-00	0.6932311048696441	0.3230763548491948
00758-24	0.5960734274961996	0.26611543950504546
00604-11	0.8321309975470201	0.3234451518258473
00555-21	0.5019819088202676	0.19385634425402445
00554-05	0.5456627056331705	0.22730542222399758
00554-06	0.5443022118485267	0.2299460159675724
00810-15	0.7621223971695138	0.34402229907471765
00504-17	0.5492530083402721	0.21210526863272927
00503-07	0.5454169064339276	0.23286751090105096
00453-22	0.561988134071069	0.20015567239065843
00708-04	0.7313367520659083	0.25526911768099153
00452-19	0.5461488195425034	0.23288761049912993
00503-10	0.5398993979092682	0.241367018279314
00453-08	0.5598798812984869	0.21258674144876463
00504-07	0.5544005504952348	0.20617874647435774
00708-15	0.7298779613553043	0.28948069968779716
00759-13	0.7485209220197704	0.3161632780164748
00759-01	0.7594185125628196	0.28702431752293023
00503-22	0.5460792410607241	0.22384864599903218
00707-04	0.5791105981621745	0.24308864509989073
00809-17	0.91909758994404	0.4119716781312595
00502-24	0.6645734787931351	0.27212201123616175
00759-10	0.7452830998817789	0.3044281387776427
00810-12	0.918166930096577	0.3600334619395476
00708-21	0.7385758384910871	0.2716250537822787
00604-00	0.7013050954184181	0.2996167190036025
00758-14	0.5886092031144822	0.2885049710607845
00657-15	0.5059406499397607	0.22200774682914956
00453-00	0.5879597628730029	0.212673007741898
00503-14	0.53867622113605	0.24481385441241665
00503-16	0.5396217739881154	0.2415676741930457
00453-11	0.5554207097359467	0.21819862946496657
00707-08	0.5734871380120676	0.25312484613853936
00657-00	0.537248990483978	0.2174871247780543
00604-05	0.6678084234639075	0.2832609755709858
00657-12	0.5069854160743886	0.21997673728070408
00504-22	0.5586350764822701	0.20063427014168767
00604-12	0.8338907631000345	0.3260166799345832
00504-16	0.5489903352126706	0.21418658327947093
00808-04	0.673217091779344	0.316690100883386
00657-09	0.5097073602842324	0.2133722115159579
00655-14	0.8412393127347813	0.3365364372877155
00708-17	0.7331205092281436	0.28668177166564185
